reduced_formula,spacegroup_number
TiNbMoRh,216
TiNbMoW,216
TiNbPt,216
TiNbRe2,225
TiNbRu2,225
TiNbTc2,123
TiNbTc2,225
TiNbTcMo,216
TiNbTcRh,99
TiNbTcRh,216
TiNbVIr,216
TiNbW2,71
TiNbZn2,123
TiNbZnMo,99
TiNi2Ge,225
TiNi2Pd,123
TiNi2Sb,225
TiNi2Sn,225
TiNiC,216
TiNiGe,62
TiNiGe,216
TiNiPb,216
TiNiSb,216
TiNiSn,216
TiO,12
TiO2,60
TiO2,136
TiO2,141
TiOs,221
TiOs3,221
TiP,194
TiP2,62
TiP2O7,205
TiP2W,44
TiPIr,216
TiPRh,216
TiPRu,189
TiPbO3,221
TiPd,11
TiPd,51
TiPd,123
TiPd,221
TiPd2,71
TiPd2,139
TiPd2Pt,123
TiPd3,194
TiPd3,221
TiPdPb,216
TiPdPt2,123
TiPdRh2,123
TiPt,221
TiPt3,221
TiPtC,216
TiPtPb,216
TiRe,221
TiRe2As,216
TiRe2Mo,71
TiRe2Mo,225
TiRe2W,225
TiReMo2,71
TiReSi,189
TiReTc2,225
TiRh3,221
TiRu,221
TiRu2,139
TiRu3,221
TiRuPt,216
TiRuPt2,123
TiS,187
TiS,194
TiS2,205
TiSbIr,216
TiSbRh,216
TiSbRu,216
TiSe,194
TiSi,62
TiSi2,70
TiSi2Os,225
TiSi2Ru3,191
TiSiNi,216
TiSiOs2,225
TiSiPd,62
TiSiPd,216
TiSiPt,216
TiSiRh,62
TiSiRu,62
TiSiRu2,225
TiSiTc2,225
TiSiTcRu,216
TiSnIr,216
TiSnO3,221
TiSnPd,216
TiSnPd2,225
TiSnPt,216
TiSnRh,216
TiSnRh2,139
TiSnRu2,225
TiTc,221
TiTc2Mo,225
TiTc2Sb,225
TiTc2Sn,225
TiTc2W,123
TiTc2W,225
TiTcMo2,99
TiTcMoW,216
TiTcSnRu,216
TiTe,63
TiTeOs,216
TiTeRu,216
TiTl2W,225
TiTlAu,216
TiV,129
TiV,221
TiV2,139
TiV2Mo,71
TiV2Mo,225
TiV2Os,123
TiV2Os,216
TiV2Re,71
TiV2Tc,225
TiV2W,123
TiV2W,225
TiV4Mo,216
TiVB4,191
TiVCr,74
TiVFeTc,216
TiVGa2,123
TiVGe,129
TiVMo2,123
TiVMoOs,216
TiVMoRh,216
TiVMoW,216
TiVPt2,123
TiVRe2,225
TiVRu2,225
TiVSi,129
TiVTc2,123
TiVTc2,225
TiVTcMo,216
TiVTcRu,216
TiVW,216
TiVZnMo,99
TiW,65
TiW,227
TiW2,139
TiW3,123
TiW3,225
TiZn,129
TiZn,221
TiZn2,194
TiZn2In,123
TiZn2Ir,225
TiZn2Ni,225
TiZn2Pd,225
TiZn2Pt,225
TiZn3,194
TiZn3,221
TiZn4Tc,216
TiZnCo,187
TiZnCo2,225
TiZnCoRh,216
TiZnCu2,225
TiZnCuNi,216
TiZnGa2,123
TiZnIn2,123
TiZnIr,187
TiZnIr2,225
TiZnNi2,123
TiZnNi2,225
TiZnNi4,216
TiZnNiRh,216
TiZnPd2,139
TiZnPd2,225
TiZnPdRh,216
TiZnPt,216
TiZnPt2,225
TiZnRh2,123
TiZnRh2,225
TiZnRuPt,216
TiZnTc2,99
Tl(CoSe)2,139
Tl(CuAs)2,12
Tl(CuTe)2,139
Tl2PdCl4,123
Tl2PdSe2,55
Tl2Pt,140
Tl2Pt2O7,227
Tl2Pt3,194
Tl2PtCl6,225
Tl2SiF6,225
Tl2SiNi,225
Tl2SnCl6,225
Tl2SnTe5,140
Tl2TeCl6,225
Tl3Ru,194
Tl3SbSe3,198
Tl3V,139
Tl3VS4,217
Tl3Zn,139
Tl3Zn,221
Tl3Zn,225
Tl4SnSe3,140
Tl4SnTe3,140
Tl7Sb2,229
TlAgPd2,71
TlAgPd2,225
TlAgSe,62
TlAgTe,62
TlAsOs,216
TlAsPd5,123
TlAsPt5,123
TlAsRh,216
TlBPdRh2,123
TlBiAu,216
TlCdAu,216
TlCdGa,216
TlCdRh2,225
TlCdSb,62
TlClO4,216
TlCoAs2,225
TlCoBi,216
TlCoMo2,216
TlCoW,216
TlCrIr,216
TlCuAs,216
TlCuIr,216
TlCuS2,122
TlGaPb,216
TlGaSe2,140
TlHPd3,221
TlIn2Bi,71
TlInPt,216
TlInS2,194
TlInTe2,140
TlIrW,216
TlMoIr,216
TlNi,194
TlPPd2,99
TlPPd5,123
TlPPt5,123
TlPd2Au,225
TlPd3,139
TlPd3,221
TlPd3O4,225
TlPdAu,99
TlRhW,216
TlRuPt,216
TlSb,216
TlTcAs,216
TlTcIr2,225
TlV,221
TlVPt,216
TlZn2Tc,216
TlZnPt,216
Tm(CuSi)2,139
Tm(GaRu)2,139
Tm(GeRu)2,139
Tm(SiPd)2,139
Tm(TiGa2)2,139
Tm2(Ga3Ru)3,63
Tm2AgHg,225
Tm2AgIr,225
Tm2AgOs,225
Tm2AgPb,225
Tm2AgPt,225
Tm2AgRu,225
Tm2AlCd,225
Tm2AlOs,225
Tm2AlRu,225
Tm2AlTc,225
Tm2AlTl,225
Tm2AlZn,225
Tm2BeOs,225
Tm2CdHg,225
Tm2CdIn,225
Tm2CdOs,225
Tm2CoCu,225
Tm2CoIr,225
Tm2CoOs,225
Tm2CoRh,225
Tm2CoRu,225
Tm2CuIr,225
Tm2CuOs,225
Tm2CuPd,225
Tm2CuPt,225
Tm2CuRu,225
Tm2Ga8Fe,123
Tm2GaCu,225
Tm2GaNi,225
Tm2GaOs,225
Tm2GaPt,225
Tm2GaRu,225
Tm2Ge5Ru3,72
Tm2HgOs,225
Tm2In,194
Tm2InAg,123
Tm2InCu2,127
Tm2InHg,225
Tm2InOs,225
Tm2InPd,225
Tm2InPd2,127
Tm2InPt,225
Tm2InTc,225
Tm2IrOs,225
Tm2IrPd,225
Tm2IrRh,225
Tm2IrRu,225
Tm2MgAl,225
Tm2MgCd,225
Tm2MgHg,225
Tm2MgIn,225
Tm2MgIr,225
Tm2MgOs,225
Tm2MgRu,225
Tm2MgTc,225
Tm2MgZn,225
Tm2MnOs,225
Tm2NiAg,225
Tm2NiHg,225
Tm2NiIr,225
Tm2NiOs,225
Tm2NiPd,225
Tm2NiRu,225
Tm2OsAu,225
Tm2OsPd,225
Tm2OsRh,225
Tm2OsRu,225
Tm2PdPt,225
Tm2PdRu,225
Tm2RuPt,225
Tm2RuRh,225
Tm2TcHg,225
Tm2TcIr,225
Tm2TcNi,225
Tm2TcOs,225
Tm2TcRu,225
Tm2TlAg,225
Tm2TlCd,225
Tm2TlCu,225
Tm2TlGa,225
Tm2TlOs,225
Tm2TlRu,225
Tm2ZnGa,225
Tm2ZnIn,225
Tm2ZnIr,225
Tm2ZnOs,225
Tm2ZnPd,225
Tm2ZnPt,225
Tm2ZnRu,225
Tm2ZnTc,225
Tm3(Al3Ru)4,194
Tm3(GePd)4,71
Tm3Ga,194
Tm3Ga8Ag3,71
Tm3Ge13Ru4,223
Tm3Ge3Ru2,63
Tm3In,194
Tm4In(NiGe2)2,12
TmAg,221
TmAg2,139
TmAg3,221
TmAgPb,189
TmAgSn,186
TmAgSn,189
TmAlAg2,225
TmAlCu,189
TmAlGa,187
TmAlZn,194
TmAsPd,62
TmB2Ru3,191
TmBPd3,221
TmBiPd,216
TmBiPd2,225
TmBiPt,216
TmCdAg2,225
TmCdAu2,225
TmCdHg2,225
TmCdPd2,225
TmCdPt2,225
TmCdRh2,225
TmCu,221
TmCu4Ag,216
TmCu5,216
TmCuAs2,129
TmCuGe,187
TmCuPb,186
TmCuSi,187
TmCuSi,194
TmFeCu,74
TmGa2,74
TmGa2Pd,63
TmGa3,221
TmGa3Ru,221
TmGa5Co,123
TmGaAg,12
TmGaNi2,225
TmGaRh2,225
TmGeRu,62
TmHfCo2,225
TmHfIr2,225
TmHfOs2,225
TmHfPt,216
TmHfRu2,225
TmHfSc,216
TmHfZn2,225
TmIn,221
TmIn3,221
TmIn5Co,123
TmInAu,189
TmInCu4,216
TmInNi4,216
TmInPd2,225
TmInPt,189
TmInPt,216
TmInPt2,225
TmInRh,189
TmInRh2,225
TmLuCo2,225
TmLuMg2,225
TmLuRh2,225
TmMg2Sc,225
TmMgAu2,225
TmMgCd2,225
TmMgGa,189
TmMgHg2,225
TmMgIn,189
TmMgPd2,225
TmMgPt2,225
TmMgRh2,225
TmMgZn2,225
TmMn6(GaSn2)2,191
TmMnIn,187
TmNbOs2,225
TmNbPt,216
TmNi2Sn,225
TmNiBi,216
TmNiSb,216
TmNpRu2,225
TmPPd,62
TmPaRu2,225
TmPd,221
TmPd3,221
TmRuPt,216
TmSbPd,216
TmSbPd2,225
TmSbPt,216
TmScIn,216
TmScNb,216
TmScPd2,225
TmScRu,216
TmScRu2,225
TmScTa,216
TmScZn,216
TmSiRu,62
TmSnAu,216
TmSnPd2,225
TmSnRu2,225
TmTa3,225
TmTaOs2,225
TmTaPt,216
TmTaRu2,225
TmThRu2,225
TmTlRh2,225
TmUTc2,225
TmV,221
TmZn,221
TmZn2,74
TmZn2Cd,225
TmZnGa,194
TmZnPd2,225
TmZnPt,216
TmZnRh2,225
TmZnSn,194
TmZrOs2,225
TmZrRu2,225
U(Al5Ru)2,63
U(CuGe)2,139
U(CuSi)2,139
U(GePd)2,139
U(NiAs)2,129
U(SiOs)2,139
U(SiPd)2,139
U(SiRu)2,139
U2(Ni7B2)3,225
U2Al3Os,194
U2Cu4As5,139
U2CuSi3,25
U2Ga8Ru,123
U2InNi2,127
U2InPd2,127
U2InPt2,127
U2InRh2,127
U2Mo,139
U2Si3Ru,25
U2Si4W3,14
U2SnRu2,127
U3(Al3Ru)4,194
U3Al3CoRu2,189
U3Al3NiRu2,189
U3Si,221
U4As6Ru7,229
UAg3,139
UAl2Pd5,139
UAl3,221
UAl3Pd2,191
UAlRu,189
UAs2Pd,129
UB4Mo,65
UBi,225
UCoCuSi2,119
UCu4Ag,216
UCuAs2,129
UCuGe,187
UCuP2,139
UCuSb2,129
UCuSi,187
UFeSb,216
UGa,187
UGa2,191
UGa2Cu3,191
UGa3,221
UGa3Ni,119
UGa3Pd2,191
UGa5Co,123
UGa5Ir,123
UGa5Ni,123
UGa5Os,123
UGa5Pd,123
UGa5Rh,123
UGa5Ru,123
UGaCo,189
UGaIr,189
UGaNi,189
UGaPd,189
UGaPt,189
UGaRu,189
UGePd,62
UIn3,221
UInAu2,225
UInPt,189
UInPt,216
UInPt2,194
UInRh,189
UNbPt,216
UNi2Sn,225
UNi5,216
UNiSn,216
UPd3,194
UPt,63
UReB3,194
UReB4,65
URu3,221
URuPt,216
USb,225
USb2Pd,129
USb2Ru,129
USbPd,194
USbRh,216
USi2RuRh,119
USi3Ir,107
USiPd,62
USnAu2,225
USnPd,194
USnPt,38
USnPt,216
USnRu,189
UTaPt,216
UWC2,62
UZn3,194
UZnNi4,216
UZnPt,216
V12P7,174
V2As,139
V2AsAu,216
V2B,139
V2B2Ir,58
V2B3,63
V2C,60
V2CoGe,216
V2CoMo,225
V2CoNi,123
V2CoPd,123
V2CoPt,123
V2CoSi,216
V2Cr,139
V2CrFe,225
V2CrGa,123
V2CrMo,225
V2CrRe,225
V2CrRh,123
V2CrRu,123
V2CrRu,225
V2CrTc,123
V2CrW,123
V2CrW,225
V2FeMo,71
V2FeRe,71
V2FeSi,216
V2Ga,139
V2GaMo,123
V2GaPt,216
V2GaSn2,64
V2GaTc,216
V2GaW,123
V2GaW,225
V2Ge,139
V2GeAs,216
V2GeC,194
V2Mo5W,139
V2MoIr,71
V2MoOs,123
V2MoOs,225
V2MoRh,225
V2MoRu,123
V2MoRu,225
V2MoW,123
V2MoW,225
V2N,162
V2N3,164
V2NiPt,123
V2NiRh,123
V2NiSb,216
V2O3,146
V2O5,59
V2Os,139
V2OsRu,225
V2OsW,71
V2OsW,225
V2P,62
V2PdPt,123
V2PdRh,123
V2Pt,71
V2ReMo,225
V2ReOs,225
V2ReRh,71
V2ReRu,225
V2Ru,139
V2RuW,123
V2RuW,225
V2Si,139
V2SiRu,216
V2SiTc,216
V2Sn,139
V2Tc,139
V2TcGe,216
V2TcMo,123
V2TcMo,225
V2TcOs,123
V2TcRu,225
V2TcW,71
V2TcW,123
V2W,139
V3Ag,221
V3As,223
V3AsC,63
V3Au,221
V3Au,223
V3B,123
V3B2,127
V3B4,71
V3Cd,221
V3Cd,223
V3Co,223
V3Cr2Ga,123
V3CrTc2,123
V3Cu,225
V3Fe,223
V3Ga,123
V3Ga,223
V3Ga2N,213
V3Ge,223
V3Ir,223
V3Mo,71
V3Mo,225
V3Ni,223
V3Os,123
V3Os,225
V3PN,63
V3Pb,223
V3Pd,223
V3Pt,221
V3Pt,223
V3Re,225
V3Rh,223
V3Ru,225
V3Sb,223
V3Sb2,166
V3Si,223
V3Sn,194
V3Sn,223
V3Tc,123
V3Tc,225
V3W,225
V3Zn2N,213
V4As3,12
V4SiSb2,140
V4Zn5,139
V5As3,140
V5Ge3,193
V5Os,123
V5Sb4,87
V5Si3,140
V5SiB2,140
V5Tc3,123
V6CoIr,200
V6CoRh,200
V6GaSi,200
V6GeOs,200
V8C7,212
VAg,221
VAs,62
VAs2,12
VAsIr,216
VAsOs,216
VAsPt2,216
VAsRu,216
VAu,166
VAu,221
VAu2,63
VAu2,139
VAu3,194
VAu4,87
VAuS2,194
VB,63
VB2,191
VB3,139
VBPt,216
VBiO4,141
VBiOs,216
VBiRu,216
VC,225
VCd,221
VCdO3,62
VCo,221
VCo2Ge,225
VCo2Os,123
VCo2Ru,123
VCo2Si,225
VCo2Sn,225
VCo3,191
VCo3,194
VCo3,221
VCoB3,63
VCoC,216
VCoGe,62
VCoGe,216
VCoOs2,123
VCoP,62
VCoPb,216
VCoSb,216
VCoSi,62
VCoSi,216
VCoSi2,99
VCoSn,216
VCr,221
VCr2Mo,123
VCr2Re,71
VCr2W,71
VCrMo,42
VCrMo2,71
VCrO4,63
VCrRe2,71
VCrW2,123
VCrW2,225
VCu,221
VCu3S4,215
VCu3Te4,215
VCuRh2,123
VCuRh2,225
VF2,136
VFe,65
VFe,221
VFe2Si,225
VFe2Sn,225
VFe3,225
VFeAs,189
VFeAs,216
VFeAs2,99
VFeBi,216
VFeP,62
VFeP,216
VFeRu2,225
VFeSb,194
VFeSb,216
VFeSe,216
VFeSi,187
VFeSi2,99
VFeTcGe,216
VFeTe,216
VGa2,123
VGaCo,187
VGaCo2,139
VGaCo2,225
VGaFe2,225
VGaFeOs,216
VGaNi,216
VGaNi2,225
VGaOs2,123
VGaOs2,225
VGaOsRu,216
VGaPd,216
VGaPt,216
VGaRu,107
VGaRu2,225
VGaTc2,225
VGaTcOs,216
VGaTcRu,216
VGe3,223
VGeAs,216
VGeIr,216
VGePt,216
VGeRh,216
VGeRu2,225
VH2,225
VHg,221
VInNi,216
VInPt,216
VInPt2,225
VInRu2,71
VIr,63
VIr,65
VIr,123
VIr,221
VIr3,221
VIrC,216
VIrPb,216
VMo,187
VMo,221
VMo2,139
VMo2As,216
VMo2W,123
VMo2W,225
VMoW2,71
VMoW2,123
VMoW2,225
VN,187
VN,194
VN,221
VNi2,71
VNi2Sn,225
VNi3,139
VNiB,216
VNiSb,216
VO,225
VO2,136
VOs,221
VOs2Rh,123
VOsRu2,123
VP,194
VP2,12
VP4,15
VPOs,216
VPRu,216
VPd,221
VPd2,71
VPd3,139
VPd3,194
VPt,51
VPt,123
VPt,166
VPt2,71
VPt3,139
VPt3,221
VPt8,139
VRe2Mo,71
VReMo,42
VReTe,216
VReW2,71
VRh,65
VRh,123
VRh2,71
VRh3,194
VRh3,221
VRhC,216
VRhPb,216
VRu,129
VRu,221
VRu2Rh,123
VRu3,139
VRu3,194
VRu3C,221
VRuPt,216
VRuRh2,123
VSb,194
VSb2,140
VSbIr,216
VSbO4,109
VSbOs,216
VSbRh,216
VSbRu,216
VSe,194
VSi2,180
VSi2,181
VSi2As,216
VSi2Pt,71
VSi3,38
VSiAs,129
VSiB,187
VSiIr,216
VSiNi,62
VSiOs2,225
VSiPt,216
VSiRh,216
VSiRu2,225
VSiTc2,225
VSiTcRu,216
VSn2,70
VSnIr,216
VSnPd,216
VSnPt,216
VSnPt2,225
VSnRh,216
VSnRh2,139
VSnRh2,225
VSnRu2,71
VSnRu2,225
VTc,221
VTc2,139
VTc2Ge,225
VTc2Pt,123
VTc2W,71
VTc2W,123
VTcGe2,99
VTcGeRu,216
VTcTe,216
VTcW2,123
VTe,194
VTeRu,216
VW,65
VW,221
VW3,225
VZn,221
VZn2Rh,225
VZn3,221
VZnFe2,71
VZnFeCo,216
VZnPd2,123
VZnPt,216
VZnRh2,225
VZnRu2,225
VZnRuRh,216
VZnSi2,99
W,223
W,229
W2C,60
W2C,162
W2C,164
W3N4,221
WC,187
WC,216
WC,221
WC,225
WN2,187
WN2,194
WN2,205
WO2,14
WO2,136
WO3,14
WO3,129
WO3,191
WO3,221
WS2,194
Y,194
Y(Al2Fe)4,139
Y(Al2V)2,139
Y(Al5Ru)2,63
Y(AlC)3,194
Y(AlGa)2,139
Y(AsPd)2,139
Y(BC)2,131
Y(BH4)3,226
Y(BRh)4,137
Y(CoB)2,139
Y(CuGe)2,139
Y(CuSi)2,139
Y(GeRh)2,139
Y(GeRu)2,139
Y(MnSi)2,139
Y(NbAl2)2,139
Y(NbOs)2,139
Y(PPd)2,139
Y(PRu)2,139
Y(PdO2)2,88
Y(SiAg)2,139
Y(SiIr)2,139
Y(SiOs)2,139
Y(SiPd)2,139
Y(SiPt)2,129
Y(SiRh)2,139
Y(SiRu)2,139
Y(Sn3Ru2)2,121
Y(VGe)2,139
Y(VSi)2,139
Y(VSn)6,191
Y(ZnAg)2,139
Y(ZnGe)2,139
Y(ZnP)3,194
Y(ZnPt)2,139
Y2(Ga3Ru)3,63
Y2AgAu,225
Y2AgHg,2
Y2AgIr,225
Y2AgPd,71
Y2AgRu,225
Y2Al,62
Y2AlAg,71
Y2AlAg2,71
Y2AlCd,225
Y2AlCo,225
Y2AlCu,71
Y2AlCu,123
Y2AlCu,225
Y2AlCu2,71
Y2AlRu,71
Y2AlRu,225
Y2AlZn,123
Y2AlZn,225
Y2AlZn2,71
Y2Au,62
Y2B6Os,55
Y2B6Ru,55
Y2BPd,225
Y2BPd2,71
Y2BRh,225
Y2BeGa,119
Y2BeGe,119
Y2BeIn,119
Y2BeP,225
Y2BeSn,119
Y2BeW,99
Y2BiO2,139
Y2CdPt,139
Y2CdS4,227
Y2CdSe4,227
Y2Cu,139
Y2CuAg,71
Y2CuAu,12
Y2CuGe6,38
Y2CuHg,71
Y2CuPb,225
Y2CuPt,71
Y2CuPt,225
Y2CuRu,225
Y2CuSi2,71
Y2CuSn,225
Y2FeB,216
Y2Ga3Ag,156
Y2GaAg,71
Y2GaAg,225
Y2GaCo2,71
Y2GaCu,71
Y2GaHg,71
Y2GaRh,225
Y2Ge2Ru,12
Y2Ge5Ru3,72
Y2Hf2O7,227
Y2HfBe,99
Y2In,194
Y2In8Co,123
Y2InAu2,127
Y2InCu,12
Y2InHg,71
Y2InPt,225
Y2InRh,225
Y2InRu,71
Y2IrPd,225
Y2IrRh,225
Y2Mg3Sc,123
Y2Mg5Sc,139
Y2MgAg,225
Y2MgAl,225
Y2MgAu,225
Y2MgGe2,127
Y2MgIn,225
Y2MgRu,225
Y2MgSe4,227
Y2Mn2O7,227
Y2NiIr,225
Y2NiPd,71
Y2NiRu,225
Y2O3,206
Y2PbAu,225
Y2Pd2Pb,127
Y2PdRh,225
Y2PdRu,225
Y2Pt,62
Y2ReB6,55
Y2ReC2,62
Y2Ru2O7,227
Y2RuAu,71
Y2RuPt,71
Y2RuRh,225
Y2S3,62
Y2Sc,139
Y2ScAu,225
Y2ScCu,123
Y2Si4Mo3,14
Y2Sn2O7,227
Y2Ti2O7,227
Y2TlAg,225
Y2V2O7,227
Y2Zn,139
Y2Zn17,166
Y2ZnAg,225
Y2ZnCu,12
Y2ZnCu,225
Y2ZnGa,71
Y2ZnGa,225
Y2ZnIn,225
Y2ZnPb,71
Y2ZnRu,225
Y2ZnS4,227
Y2ZnSe4,227
Y2Zr2O7,227
Y3Al,221
Y3Al2,136
Y3Al7Cu2,166
Y3AlC,221
Y3B7W,63
Y3BrO4,63
Y3Co2,58
Y3Co4Ge13,223
Y3Cu3Sb4,220
Y3Ga15Ru4,62
Y3Ga8Ag3,71
Y3GaC,221
Y3GaO6,36
Y3Ge13Ir4,223
Y3Ge13Rh4,223
Y3Ge13Ru4,223
Y3Ge4,63
Y3In,194
Y3InC,221
Y3MgSc2,123
Y3MnB7,63
Y3PbC,221
Y3Pt,62
Y3ReB7,63
Y3Ru,62
Y3Sb4Au3,220
Y3Sc,221
Y3Si3Pd2,63
Y3Si3Rh2,63
Y3SnC,221
Y3TlC,221
Y4Ga12Fe,229
Y4Ga12Pd,229
Y4Ga12Pt,229
Y4GaCo4,12
Y4Ge6Ir7,229
Y4Sb3,220
Y4ZnGa3,44
Y5Ga3,193
Y5Ge3,193
Y5Si3H,193
Y7Pt3,186
Y8In3Co,186
YAg,221
YAg2,139
YAgC,216
YAgHg2,225
YAgO2,194
YAgPb,189
YAgPd2,71
YAgSn,186
YAgSn2,123
YAgTe2,113
YAl,63
YAl,221
YAl2,227
YAl2BRu2,123
YAl2Co,63
YAl2Ni,63
YAl2Pd5,139
YAl3,221
YAl3Cu,107
YAlAg2,225
YAlAu,62
YAlCo2,225
YAlCu2,225
YAlGe,63
YAlHg,216
YAlO3,62
YAlO3,194
YAlPd,62
YAlPd,189
YAlSi,63
YAlZn,194
YAs,225
YAsPd,216
YAsPt,216
YAsRh,216
YAsRu,216
YAu,221
YAu2,139
YAuO2,194
YB12,225
YB2,191
YB2Ru,62
YB2Ru3,191
YB6,221
YB7Mo3,62
YBPd2,99
YBPd3,221
YBPt2,180
YBRh3,221
YBe2Cu,123
YBe2Mo,123
YBe2Ru,139
YBe2V,225
YBeCd2,216
YBeCd2,225
YBeCo2,119
YBeGa,187
YBeGa2,99
YBeHg2,216
YBeHg2,225
YBeIn,187
YBeMo,107
YBeZn,107
YBeZn2,216
YBi,225
YBiPd,216
YBiPd2,225
YBiPt,216
YC,216
YC,225
YC2,139
YCd,221
YCd2,191
YCd2Pd,225
YCd3,225
YCdB,216
YCdGa,216
YCdGa2,99
YCdHg2,225
YCdIn,216
YCdNi4,216
YCdPd2,225
YCdPt2,225
YClO,129
YCo,63
YCo3B2,191
YCo5,65
YCoS,216
YCoSi2,63
YCoSn,62
YCoTe,216
YCu,221
YCu2Ag,225
YCu2Pb,225
YCu2Pt,225
YCu2Si,225
YCu4Pt,216
YCu5,191
YCuAg2,99
YCuAs,216
YCuAs2,129
YCuC,216
YCuGe,186
YCuGe,187
YCuGe,216
YCuGe2,99
YCuO2,194
YCuP2,129
YCuPb,186
YCuPt,187
YCuPt2,99
YCuSb,187
YCuSb2,129
YCuSi,187
YCuSi,194
YCuSi,216
YCuSi2,99
YCuSn,186
YCuSn,194
YEr(SnPd2)2,166
YErHg2,225
YErIn2,225
YErRh2,225
YErTl2,225
YErZn2,225
YF3,62
YF3,221
YGa,63
YGa2,191
YGa2Fe2B,123
YGa2Ni,63
YGa3,221
YGa3Ru,221
YGa4Ni,63
YGa5Co,123
YGaAg,12
YGaAg2,71
YGaAu2,225
YGaCo2,225
YGaIr,62
YGaPt,62
YGaRh,62
YGaRh2,123
YGaRh2,225
YGe,63
YGeAu,186
YGeAu,216
YGeIr,62
YGePd2,62
YGePt,62
YGeRh,62
YH2,225
YH3,63
YHSe,187
YHf2Pb,225
YHfBe2,123
YHfP2,166
YHfPt,216
YHfRu2,71
YHfRu2,123
YHfSc,216
YHg,221
YHg2,191
YHg3,194
YHgB,216
YHgPd2,225
YHoAg2,225
YHoAl2,225
YHoCd2,225
YHoCu2,225
YHoRh2,225
YHoRu2,225
YHoZn2,225
YIn,221
YIn2,139
YIn2Ni,63
YIn3,221
YInAg2,225
YInAu,189
YInAu2,225
YInCu2,225
YInCu4,216
YInNi,189
YInNi2,225
YInPd,189
YInPd2,225
YInPdAu,216
YInPt,189
YInPt,216
YInPt2,194
YInRh,189
YInRh2,225
YIr,221
YIr2,227
YIrPd,187
YIrPd2,225
YLuCd2,225
YLuIr2,225
YLuMg2,225
YLuRu2,225
YLuTl2,225
YLuZn2,225
YMg,221
YMg2Cd,225
YMg2Sc,225
YMg2Sc3,123
YMgAg,189
YMgAg2,225
YMgAl,189
YMgAu2,225
YMgBe2,225
YMgCd2,225
YMgCu,189
YMgCu,216
YMgCu2,225
YMgCu4,216
YMgGa,189
YMgGa2,99
YMgHg2,225
YMgIn,189
YMgIn,216
YMgNi,216
YMgPd,189
YMgRh2,225
YMgTl,189
YMgTl,216
YMgZn,189
YMgZn2,225
YMnAs,216
YMnNi4,216
YMnO3,194
YMnTe,216
YN,194
YN,216
YN,225
YNbPt,216
YNbRu2,225
YNiAs,216
YNiBi,216
YNiGe3,65
YNiP,216
YNiSb,216
YNiSn,62
YOF,216
YOs2,194
YP,225
YPO4,141
YPPt,187
YPPt,216
YPaRu2,225
YPaTc2,225
YPb2,63
YPbAu,216
YPd,63
YPd2Pb,225
YPd3,221
YPd3S4,223
YPt,62
YPt2,227
YPt3,221
YRe2,194
YRh,221
YRh2,227
YRh3C,221
YRh5,191
YRhW2,225
YRuPt,216
YS,225
YS2,129
YSF,194
YSb,225
YSbPd,216
YSbPd2,225
YSbPt,216
YSc,123
YSc,129
YSc,141
YSc2,139
YSc2Ru,123
YSc2Tc,123
YSc3,123
YSc3,139
YSc3,221
YSc4Be,216
YScAl2,225
YScAl4,216
YScAlCd,216
YScAlZn,216
YScAs2,166
YScAu,187
YScBe,107
YScBe,156
YScBe,216
YScBe2,123
YScCd2,71
YScGaCu,216
YScHg2,71
YScIn,216
YScIn2,71
YScIr,216
YScNb,216
YScP2,166
YScRh2,123
YScRu,216
YScS3,33
YScSn,129
YScTa,216
YScZn,216
YScZnGa,216
YSe,225
YSeBr,216
YSeCl,216
YSi,63
YSi2,141
YSi2Rh3,191
YSi2Ru3,191
YSi3Ir,107
YSi3Ru,107
YSiAg,189
YSiAg,216
YSiAu,186
YSiAu,216
YSiIr,62
YSiPd2,62
YSiPt,62
YSiRh,62
YSiRu,62
YSiRu2,99
YSn2,63
YSn3,221
YSnAu,186
YSnAu,194
YSnAu,216
YSnPd,62
YSnPd2,225
YSnPt,189
YSnRh,189
YSnRh2,139
YSnRh2,225
YSnRu,187
YSnRu2,71
YTaBe2,123
YTaPt,216
YTaRu2,123
YTaRu2,225
YTcAs,216
YTe,225
YTe2,129
YTeRh,216
YTi,221
YTiGe,139
YTiSi,129
YTl,221
YTl2Ag,225
YTl3,221
YTlAg2,225
YTlCd,216
YTlCd2,225
YTlHg,216
YTlPd,189
YTlPd2,71
YTmAl2,225
YTmCu2,225
YTmHg2,225
YTmMg2,225
YTmRh2,225
YTmTl2,225
YV,221
YVO4,141
YWC2,62
YZn,221
YZn,225
YZn2,65
YZn2Au,71
YZn2Hg,225
YZn2In,225
YZn5,191
YZnB,216
YZnGa,194
YZnGe,187
YZnGe,194
YZnIn,187
YZnP,187
YZnPd,62
YZnPt,216
YZnSi,187
YZnSn,194
YZnSn2,129
YZrRu,216
YZrRu2,225
YZrSb,139
YZrSc2,123
YZrZn2,123
Yb(Al2Mo)2,139
Yb(Al5Ru)2,63
Yb(CuSi)2,139
Yb(GePd)2,139
Yb(GeRu)2,139
Yb(PRu)2,139
Yb(SiAg)2,139
Yb(SiAu)2,139
Yb(SiPd)2,139
Yb(SiRu)2,139
Yb(TiAl10)2,227
Yb(ZnAs)2,164
Yb(ZnGa)2,139
Yb(ZnP)2,164
Yb(ZnSb)2,164
Yb2AgBi,225
Yb2AgGe,225
Yb2AgHg,225
