compound,cluster,T,k_ref,k_pred,k_pred_hurdle,p_low,n_ref_rows,klass,Yfam,ratio,ape,suspect_ref
MnCo2Si,full:X2=Co,300.0,60.63283943704386,41.5279,37.8868,0.0012,1,full,,0.6849077230354542,31.50922769645458,False
MnCo2Si,full:X2=Co,400.0,57.009193363569466,34.66,33.0221,0.0014,2,full,,0.60797211739096,39.20278826090399,False
MnCo2Si,full:X2=Co,500.0,52.62577738078987,29.5561,27.188,0.0016,2,full,,0.5616278081013003,43.83721918986998,False
MnCo2Si,full:X2=Co,600.0,37.30965316752498,25.6207,22.6599,0.0017,2,full,,0.6867043197898376,31.32956802101624,False
MnCo2Si,full:X2=Co,700.0,29.49605223653983,21.1,20.2095,0.0018,2,full,,0.7153499672020934,28.465003279790654,False
MnCo2Si,full:X2=Co,800.0,21.84277797892365,19.4082,16.8805,0.0016,2,full,,0.8885408265710157,11.145917342898423,False
MnCo2Si,full:X2=Co,900.0,19.504640602154105,17.0386,14.7994,0.0024,2,full,,0.8735664679777921,12.643353202220782,False
MnCo2Si,full:X2=Co,1000.0,13.884844472419111,14.8785,12.0354,0.0023,2,full,,1.0715640372893402,7.1564037289340146,False
MnCo2Sn,full:X2=Co,200.0,3.295118446683503,16.0296,24.2787,0.0171,4,full,,4.864650621628972,386.4650621628973,False
MnCo2Sn,full:X2=Co,300.0,3.5541973894126766,9.8146,14.0559,0.0604,8,full,,2.761411065473165,176.1411065473165,False
MnCo2Sn,full:X2=Co,400.0,4.744871025441132,9.3957,11.6599,0.0402,4,full,,1.9801802724714692,98.01802724714692,False
MnGaCo2,full:X2=Co,200.0,18.01860605934925,23.6712,24.5935,0.0112,3,full,,1.31370872541596,31.370872541596015,False
MnGaCo2,full:X2=Co,300.0,16.93364772992916,14.7115,14.7227,0.0237,3,full,,0.8687732398022162,13.122676019778384,False
MnGaCo2,full:X2=Co,400.0,15.699515316409922,13.9168,13.0562,0.0125,2,full,,0.886447748195988,11.355225180401195,False
TiCo2Ge,full:X2=Co,200.0,3.7281815717602598,37.329,33.6141,0.0103,6,full,,10.0126561116966,901.26561116966,False
TiCo2Ge,full:X2=Co,300.0,3.7731378178890815,23.2695,19.0127,0.0421,13,full,,6.167148172980956,516.7148172980956,False
TiCo2Ge,full:X2=Co,400.0,3.8786345582732,20.66,18.5943,0.0212,7,full,,5.3266168002169305,432.661680021693,False
TiCo2Si,full:X2=Co,200.0,2.832069992474927,68.2114,61.5948,0.0005,6,full,,24.08535106167716,2308.5351061677156,False
TiCo2Si,full:X2=Co,300.0,3.013941580516548,44.6529,42.8369,0.0015,13,full,,14.81544973819536,1381.544973819536,False
TiCo2Si,full:X2=Co,400.0,3.506263339854188,38.8929,36.6929,0.0018,7,full,,11.09240699576701,1009.240699576701,False
TiCo2Sn,full:X2=Co,200.0,3.963626607813568,19.7737,22.1753,0.009,17,full,,4.988789802000964,398.8789802000964,False
TiCo2Sn,full:X2=Co,300.0,4.413651801301903,11.9519,12.3032,0.0312,28,full,,2.7079390350807753,170.79390350807753,False
TiCo2Sn,full:X2=Co,400.0,5.557895286286982,10.3066,10.8194,0.0205,7,full,,1.854407013645888,85.44070136458879,False
AlVFe2,full:X2=Fe,200.0,26.136814433046435,10.7126,9.7162,0.0461,30,full,,0.4098663219820461,59.01336780179539,False
AlVFe2,full:X2=Fe,300.0,24.082846808177223,5.1009,5.0414,0.1015,50,full,,0.21180635498075803,78.8193645019242,False
AlVFe2,full:X2=Fe,400.0,16.94978340557846,4.2135,4.4111,0.0915,25,full,,0.2485872473516839,75.1412752648316,False
AlVFe2,full:X2=Fe,500.0,15.60379418213212,3.8878,4.188,0.0936,23,full,,0.24915734946388318,75.08426505361167,False
AlVFe2,full:X2=Fe,600.0,14.125911403068438,3.3696,3.4871,0.0915,14,full,,0.23854036060767406,76.14596393923259,False
AlVFe2,full:X2=Fe,700.0,12.37834,3.0956,3.3348,0.126,13,full,,0.2500819980708237,74.99180019291764,False
AlVFe2,full:X2=Fe,800.0,10.778079764146208,2.6649,3.2063,0.1173,8,full,,0.24725183504996093,75.27481649500392,False
AlVFe2,full:X2=Fe,900.0,10.464026043807827,2.6609,3.1814,0.1117,1,full,,0.2542902692386368,74.57097307613633,False
AlVFe2,full:X2=Fe,1000.0,9.370898341925976,2.7924,2.9137,0.1274,1,full,,0.29798637207562384,70.20136279243762,False
TiFe2Si,full:X2=Fe,200.0,4.092225041752744,24.9364,19.55,0.0015,5,full,,6.093604272877297,509.3604272877297,False
TiFe2Si,full:X2=Fe,300.0,4.884374246785141,16.5548,12.8275,0.0052,10,full,,3.389338974362222,238.9338974362222,False
TiFe2Si,full:X2=Fe,400.0,5.750385362602919,12.6924,10.5959,0.006,1,full,,2.2072259856780745,120.72259856780745,False
TiFe2Sn,full:X2=Fe,200.0,1.697459302134902,18.2836,15.7194,0.0043,30,full,,10.771156620370595,977.1156620370596,False
TiFe2Sn,full:X2=Fe,300.0,2.4576454867100845,10.193,9.2266,0.0147,54,full,,4.1474655539700365,314.7465553970036,False
TiFe2Sn,full:X2=Fe,400.0,2.624398545431243,8.7034,8.2026,0.012,11,full,,3.3163408107932217,231.6340810793222,False
TiFe2Sn,full:X2=Fe,500.0,2.815295707427868,7.3891,7.4263,0.0123,10,full,,2.6246265997936273,162.4626599793627,False
TiFe2Sn,full:X2=Fe,600.0,2.772019660793573,6.4273,6.1098,0.0113,7,full,,2.3186343484158387,131.86343484158385,False
TiFe2Sn,full:X2=Fe,700.0,2.6499538903332844,5.8703,5.687,0.0076,6,full,,2.2152460921732087,121.52460921732089,False
TiFe2Sn,full:X2=Fe,800.0,2.37084884338588,5.1556,5.2511,0.0063,4,full,,2.1745797984476876,117.45797984476874,False
TiFe2Sn,full:X2=Fe,900.0,2.5143521708791274,4.5735,4.6823,0.0099,2,full,,1.818957603859011,81.8957603859011,False
VGaFe2,full:X2=Fe,200.0,15.674390683818835,14.9267,10.7815,0.0277,12,full,,0.9522985806018796,4.770141939812049,False
VGaFe2,full:X2=Fe,300.0,15.16370959992525,6.6743,6.0856,0.0543,14,full,,0.4401495528530104,55.98504471469895,False
VGaFe2,full:X2=Fe,400.0,14.73759555300643,5.7642,5.419,0.0605,2,full,,0.391122146029046,60.8877853970954,False
