compound,cluster,T,k_ref,k_pred,k_pred_hurdle,p_low,n_ref_rows,klass,Yfam,ratio,ape,suspect_ref
MnCo2Si,full:X2=Co,300.0,60.63283943704386,42.0252,33.4921,0.0018,1,full,,0.693109549052795,30.6890450947205,False
MnCo2Si,full:X2=Co,400.0,57.009193363569466,36.2348,28.1124,0.0013,2,full,,0.6355957322342171,36.4404267765783,False
MnCo2Si,full:X2=Co,500.0,52.62577738078987,30.505,23.2816,0.0012,2,full,,0.5796588956638448,42.034110433615524,False
MnCo2Si,full:X2=Co,600.0,37.30965316752498,25.7069,20.4473,0.0011,2,full,,0.689014713821456,31.098528617854402,False
MnCo2Si,full:X2=Co,700.0,29.49605223653983,23.3406,17.4669,0.0019,2,full,,0.7913126750937052,20.868732490629476,False
MnCo2Si,full:X2=Co,800.0,21.84277797892365,19.976,14.9103,0.002,2,full,,0.9145356886049509,8.546431139504904,False
MnCo2Si,full:X2=Co,900.0,19.504640602154105,18.1297,12.7009,0.0015,2,full,,0.9295070014259963,7.049299857400374,False
MnCo2Si,full:X2=Co,1000.0,13.884844472419111,15.4014,11.8905,0.0018,2,full,,1.1092238037374764,10.922380373747645,False
MnCo2Sn,full:X2=Co,200.0,3.295118446683503,21.8871,25.8952,0.0234,4,full,,6.642280195429424,564.2280195429424,False
MnCo2Sn,full:X2=Co,300.0,3.5541973894126766,13.1645,13.5798,0.0685,8,full,,3.7039304680192244,270.3930468019224,False
MnCo2Sn,full:X2=Co,400.0,4.744871025441132,11.4222,11.2956,0.0505,4,full,,2.40727301938372,140.72730193837197,False
MnGaCo2,full:X2=Co,200.0,18.01860605934925,36.1946,26.2687,0.0112,3,full,,2.0087347423426154,100.87347423426152,False
MnGaCo2,full:X2=Co,300.0,16.93364772992916,21.3114,13.3898,0.0384,3,full,,1.2585238774238487,25.85238774238487,False
MnGaCo2,full:X2=Co,400.0,15.699515316409922,19.9095,12.0984,0.0308,2,full,,1.2681601691989555,26.816016919895556,False
TiCo2Ge,full:X2=Co,200.0,3.7281815717602598,39.8139,38.0462,0.0082,6,full,,10.67917407820936,967.9174078209361,False
TiCo2Ge,full:X2=Co,300.0,3.7731378178890815,24.7188,21.9762,0.038,13,full,,6.551258181666201,555.1258181666201,False
TiCo2Ge,full:X2=Co,400.0,3.8786345582732,20.8061,20.419,0.0223,7,full,,5.364284695401427,436.4284695401427,False
TiCo2Si,full:X2=Co,200.0,2.832069992474927,67.5008,58.0964,0.0006,6,full,,23.834439183832284,2283.4439183832283,False
TiCo2Si,full:X2=Co,300.0,3.013941580516548,46.2796,38.8723,0.0018,13,full,,15.355174864427305,1435.5174864427304,False
TiCo2Si,full:X2=Co,400.0,3.506263339854188,39.2917,32.8109,0.0014,7,full,,11.206146313480833,1020.6146313480832,False
TiCo2Sn,full:X2=Co,200.0,3.963626607813568,27.0825,21.4334,0.0088,17,full,,6.832757643369278,583.2757643369278,False
TiCo2Sn,full:X2=Co,300.0,4.413651801301903,17.3929,11.6394,0.0242,28,full,,3.9407050630658236,294.0705063065824,False
TiCo2Sn,full:X2=Co,400.0,5.557895286286982,14.8982,9.7675,0.0176,7,full,,2.68054708349011,168.05470834901098,False
AlVFe2,full:X2=Fe,200.0,26.136814433046435,11.0946,13.96,0.0131,30,full,,0.42448172207139334,57.551827792860664,False
AlVFe2,full:X2=Fe,300.0,24.082846808177223,6.7445,8.1134,0.0485,50,full,,0.28005410048574225,71.99458995142577,False
AlVFe2,full:X2=Fe,400.0,16.94978340557846,6.2416,7.049,0.0556,25,full,,0.36824069373923585,63.175930626076415,False
AlVFe2,full:X2=Fe,500.0,15.60379418213212,6.0853,6.27,0.0481,23,full,,0.3899884815815033,61.00115184184967,False
AlVFe2,full:X2=Fe,600.0,14.125911403068438,6.0975,5.5841,0.0488,14,full,,0.4316535638667179,56.83464361332821,False
AlVFe2,full:X2=Fe,700.0,12.37834,5.8743,5.0626,0.0465,13,full,,0.4745628250637808,52.54371749362193,False
AlVFe2,full:X2=Fe,800.0,10.778079764146208,5.1277,4.8756,0.0525,8,full,,0.47575264909966025,52.42473509003397,False
AlVFe2,full:X2=Fe,900.0,10.464026043807827,4.4564,4.3575,0.0815,1,full,,0.4258781449265516,57.41218550734484,False
AlVFe2,full:X2=Fe,1000.0,9.370898341925976,4.0514,4.5003,0.0733,1,full,,0.432338485828385,56.766151417161495,False
TiFe2Si,full:X2=Fe,200.0,4.092225041752744,18.0711,22.6794,0.0013,5,full,,4.41595948796109,341.59594879610904,False
TiFe2Si,full:X2=Fe,300.0,4.884374246785141,11.5819,14.6673,0.0072,10,full,,2.371214697076728,137.1214697076728,False
TiFe2Si,full:X2=Fe,400.0,5.750385362602919,10.7502,12.4937,0.0133,1,full,,1.8694747085843841,86.94747085843841,False
TiFe2Sn,full:X2=Fe,200.0,1.697459302134902,15.0553,17.1312,0.0035,30,full,,8.869314263419973,786.9314263419974,False
TiFe2Sn,full:X2=Fe,300.0,2.4576454867100845,8.9119,10.8762,0.0102,54,full,,3.626194277487056,262.6194277487056,False
TiFe2Sn,full:X2=Fe,400.0,2.624398545431243,7.2615,9.7227,0.0109,11,full,,2.766919686280646,176.69196862806464,False
TiFe2Sn,full:X2=Fe,500.0,2.815295707427868,6.2593,9.0328,0.0096,10,full,,2.2233188447968293,122.33188447968291,False
TiFe2Sn,full:X2=Fe,600.0,2.772019660793573,5.2803,7.9619,0.008,7,full,,1.904856619410974,90.4856619410974,False
TiFe2Sn,full:X2=Fe,700.0,2.6499538903332844,4.9324,7.185,0.0057,6,full,,1.8613154055218875,86.13154055218874,False
TiFe2Sn,full:X2=Fe,800.0,2.37084884338588,4.4415,6.8568,0.0052,4,full,,1.8733796599436348,87.33796599436349,False
TiFe2Sn,full:X2=Fe,900.0,2.5143521708791274,4.0895,6.1201,0.011,2,full,,1.6264626918074616,62.64626918074615,False
VGaFe2,full:X2=Fe,200.0,15.674390683818835,12.9776,13.3714,0.0154,12,full,,0.8279492493062065,17.205075069379355,False
VGaFe2,full:X2=Fe,300.0,15.16370959992525,7.5631,7.033,0.0433,14,full,,0.49876317863785014,50.12368213621498,False
VGaFe2,full:X2=Fe,400.0,14.73759555300643,7.1152,6.1824,0.0396,2,full,,0.4827924592182554,51.72075407817446,False
VGaFe2,full:X2=Fe,500.0,11.196087741710958,6.6014,5.5615,0.0342,3,full,,0.5896166725638031,41.038332743619684,False
VGaFe2,full:X2=Fe,600.0,8.0285504153603,5.9514,5.2235,0.0304,2,full,,0.7412795202249367,25.872047977506327,False
VGaFe2,full:X2=Fe,700.0,6.545765036721479,5.3921,4.9817,0.0289,2,full,,0.8237539798252055,17.624602017479454,False
Li2ZnGe,full:X2=Li,300.0,2.41261392683427,3.1511,3.284,0.0381,2,full,,1.3060937620196613,30.609376201966143,False
Li2ZnGe,full:X2=Li,400.0,1.6892790852603783,2.4886,3.0521,0.0291,2,full,,1.4731727999914341,47.3172799991434,False
Li2ZnGe,full:X2=Li,500.0,1.2346711731467988,2.66,3.1169,0.0294,3,full,,2.154419782248965,115.44197822489649,False
Li2ZnGe,full:X2=Li,600.0,0.8937039,2.8523,3.0859,0.0347,3,full,,3.191549236833363,219.15492368333628,False
Li2ZnGe,full:X2=Li,700.0,1.0220899137991772,2.6148,2.8028,0.0432,2,full,,2.558287646417145,155.8287646417145,False
Li2ZnGe,full:X2=Li,800.0,1.0770664813863018,2.4862,2.798,0.0464,2,full,,2.3083069085948997,130.83069085948995,False
Li2ZnGe,full:X2=Li,900.0,1.2221550910510715,2.47,2.6203,0.0471,2,full,,2.0210200964558136,102.10200964558136,False
Li2ZnGe,full:X2=Li,1000.0,1.3649082338601384,2.4689,2.3017,0.184,2,full,,1.8088395532772406,80.88395532772405,False
Li2ZnGe,full:X2=Li,1100.0,1.5785375684174945,2.4689,2.3024,0.1835,2,full,,1.5640425982861506,56.40425982861505,False
Li2ZnGe,full:X2=Li,1200.0,1.6016774218773364,2.4689,2.3024,0.1835,2,full,,1.5414464649855566,54.14464649855565,False
Mn2AlV,full:X2=Mn,400.0,4.468919117509341,9.8421,21.3113,0.0061,4,full,,2.2023446254460946,120.23446254460947,False
Mn2AlV,full:X2=Mn,500.0,4.329839781597954,8.6757,18.3723,0.0053,4,full,,2.0037000068390936,100.37000068390938,False
Mn2AlV,full:X2=Mn,600.0,3.9607248724410713,8.1985,15.0071,0.0041,4,full,,2.0699493814997316,106.99493814997318,False
Mn2AlV,full:X2=Mn,700.0,3.656638428603502,7.0263,13.9418,0.0038,4,full,,1.9215189407401696,92.15189407401697,False
Mn2AlV,full:X2=Mn,800.0,3.441845479249345,6.2395,12.4144,0.003,4,full,,1.812835595792294,81.28355957922939,False
Mn2AlV,full:X2=Mn,900.0,3.5539984313566038,6.7627,10.9991,0.0035,4,full,,1.9028427081827934,90.28427081827935,False
Mn2AlV,full:X2=Mn,1000.0,5.107894505803857,6.6822,11.1447,0.0036,1,full,,1.3082102600997993,30.821026009979924,False
TiNi2Sn,full:X2=Ni,200.0,2.971059124838205,28.7264,21.3638,0.0024,10,full,,9.668740604939781,866.874060493978,False
TiNi2Sn,full:X2=Ni,300.0,3.062314797594281,16.6442,12.7452,0.0062,13,full,,5.4351695041527055,443.5169504152705,False
NbAlRu2,full:X2=Ru,200.0,5.752854850358567,25.1962,26.2389,0.0029,5,full,,4.379773287419125,337.9773287419125,False
NbAlRu2,full:X2=Ru,300.0,5.800016002870231,16.1654,15.2115,0.0137,5,full,,2.787130241020076,178.71302410200758,False
NbGaRu2,full:X2=Ru,200.0,5.1887050150684075,18.3291,20.8109,0.0036,4,full,,3.532499910241737,253.2499910241737,False
NbGaRu2,full:X2=Ru,300.0,5.174857072822206,11.9815,12.7575,0.0164,5,full,,2.3153296470593463,131.53296470593463,False
TaAlRu2,full:X2=Ru,200.0,6.748971875446516,18.1294,26.2713,0.0119,8,full,,2.686246191950614,168.62461919506146,False
TaAlRu2,full:X2=Ru,300.0,6.490730849874355,10.8743,13.7746,0.0506,8,full,,1.6753583304429425,67.53583304429424,False
TiGeRu2,full:X2=Ru,300.0,11.2,25.1328,18.7948,0.0862,1,full,,2.244,124.4,False
VGaRu2,full:X2=Ru,200.0,12.048765660804914,25.7308,22.6501,0.0026,6,full,,2.1355548546938095,113.55548546938093,False
VGaRu2,full:X2=Ru,300.0,10.738065521235926,17.7676,13.9481,0.0108,5,full,,1.654636951587067,65.46369515870668,False
AlVNi,half:X=Al,300.0,13.0,13.476,19.7916,0.0004,1,half,V,1.0366153846153847,3.661538461538468,False
AlVNi,half:X=Al,400.0,10.5,11.4415,16.1136,0.0003,1,half,V,1.0896666666666666,8.966666666666661,False
AlVNi,half:X=Al,500.0,8.8,9.1865,15.9251,0.0004,1,half,V,1.0439204545454546,4.392045454545452,False
AlVNi,half:X=Al,600.0,7.5,8.977,13.1681,0.0004,1,half,V,1.1969333333333334,19.69333333333334,False
AlVNi,half:X=Al,700.0,6.2,7.5844,12.4405,0.0008,1,half,V,1.223290322580645,22.329032258064505,False
BaAgSb,half:X=Ba,300.0,2.371081739055648,1.1472,1.2492,0.7162,3,half,Ag,0.483829798485524,51.6170201514476,False
BaAgSb,half:X=Ba,400.0,1.7670600855423924,0.9111,1.0546,0.6991,4,half,Ag,0.5156021617229509,48.43978382770491,False
BaAgSb,half:X=Ba,500.0,1.3908890137635939,0.7787,0.8892,0.7323,4,half,Ag,0.5598577544968327,44.014224550316726,False
BaAgSb,half:X=Ba,600.0,1.0345305392867878,0.75,0.7411,0.7768,6,half,Ag,0.7249665152631017,27.503348473689822,False
BaAgSb,half:X=Ba,700.0,0.7410377844236651,0.5999,0.5017,0.8999,6,half,Ag,0.8095403670496591,19.04596329503409,False
BaAgSb,half:X=Ba,800.0,0.43459491843054665,0.5321,0.4264,0.9325,4,half,Ag,1.2243585404117785,22.435854041177848,True
BaAgSb,half:X=Ba,900.0,0.54325,0.4714,0.4046,0.9483,2,half,Ag,0.8677404509894155,13.225954901058449,False
BaAgSb,half:X=Ba,1000.0,0.44094999999999995,0.4269,0.3866,0.9481,2,half,Ag,0.9681369769815172,3.1863023018482712,True
CuAgTe,half:X=Cu,300.0,0.2973573197987887,2.4869,5.0677,0.2436,10,half,Ag,8.363338765908967,736.3338765908968,True
CuAgTe,half:X=Cu,400.0,0.2783194919285391,1.9983,4.3695,0.2433,13,half,Ag,7.1798780105314375,617.9878010531438,True
CuAgTe,half:X=Cu,500.0,0.2432745587946863,1.8315,3.8609,0.261,14,half,Ag,7.528530764064444,652.8530764064443,True
CuAgTe,half:X=Cu,600.0,0.197276532191416,1.7933,3.3655,0.3067,19,half,Ag,9.090285499645613,809.0285499645614,True
CuAgTe,half:X=Cu,700.0,0.15536457994094421,1.7019,2.9652,0.3523,14,half,Ag,10.95423423181082,995.4234231810821,True
DyNiSb,half:X=Dy,200.0,5.628203751741514,12.1151,12.5104,0.0346,4,half,Ni,2.152569546944932,115.25695469449323,False
DyNiSb,half:X=Dy,300.0,6.094034039419161,8.5063,6.7724,0.1236,5,half,Ni,1.395840578667125,39.58405786671251,False
DyNiSb,half:X=Dy,400.0,3.0619015362722415,6.2807,5.6773,0.1056,4,half,Ni,2.051241663259536,105.12416632595358,False
DyNiSb,half:X=Dy,500.0,3.0220319076636883,5.1383,5.2089,0.0897,4,half,Ni,1.7002798636803222,70.02798636803222,False
DyNiSb,half:X=Dy,600.0,2.909573606506069,4.3486,4.5949,0.096,4,half,Ni,1.4945832579303506,49.45832579303505,False
DyNiSb,half:X=Dy,700.0,2.745830356026726,3.7069,4.2882,0.0879,4,half,Ni,1.3500105685203225,35.00105685203226,False
DyNiSb,half:X=Dy,800.0,2.7173893325073335,3.2489,3.8735,0.0924,4,half,Ni,1.1955960675691037,19.559606756910384,False
DyNiSb,half:X=Dy,900.0,2.6456603009673723,2.8833,3.6966,0.0803,4,half,Ni,1.0898224533760952,8.982245337609525,False
DySbPt,half:X=Dy,300.0,3.8,6.2224,5.7508,0.0366,1,half,Sb,1.6374736842105264,63.74736842105265,False
DySbPt,half:X=Dy,500.0,3.5,3.6843,3.6566,0.0374,1,half,Sb,1.0526571428571427,5.265714285714283,False
DySbPt,half:X=Dy,700.0,3.5,2.5572,2.6682,0.1121,1,half,Sb,0.7306285714285714,26.937142857142856,False
DySbPt,half:X=Dy,900.0,3.8,1.9984,2.1629,0.1563,1,half,Sb,0.5258947368421053,47.410526315789475,False
ErBiPd,half:X=Er,400.0,5.4430180228533125,4.2412,4.6942,0.0162,2,half,Bi,0.7792000655137825,22.07999344862175,False
ErBiPd,half:X=Er,500.0,5.465659157335727,3.3935,3.7973,0.0221,1,half,Bi,0.6208766229861623,37.91233770138377,False
ErBiPd,half:X=Er,600.0,5.566154452177786,2.583,3.2841,0.0455,2,half,Bi,0.4640546758434611,53.594532415653894,False
ErBiPd,half:X=Er,700.0,5.428967707980956,2.172,2.3619,0.3162,1,half,Bi,0.4000760580703051,59.992394192969485,False
ErBiPd,half:X=Er,800.0,5.265734270917282,1.8638,2.1841,0.4075,2,half,Bi,0.3539487380314254,64.60512619685746,False
ErBiPd,half:X=Er,900.0,5.159320413873155,1.6484,1.8665,0.5459,2,half,Bi,0.31949944329247987,68.05005567075202,False
ErBiPd,half:X=Er,1000.0,4.908259831932599,1.4348,1.6296,0.5765,1,half,Bi,0.29232356255171105,70.76764374482889,False
ErNiSb,half:X=Er,200.0,6.873749058922181,14.3793,13.6952,0.0192,2,half,Ni,2.091915180018909,109.1915180018909,False
ErNiSb,half:X=Er,300.0,6.141843880492384,9.6005,7.8904,0.0776,4,half,Ni,1.563129930816532,56.312993081653204,False
ErNiSb,half:X=Er,400.0,3.798465603465854,7.9836,6.4131,0.0577,5,half,Ni,2.1017960496247436,110.17960496247437,False
ErNiSb,half:X=Er,500.0,3.624126514351958,6.1172,5.5622,0.0488,4,half,Ni,1.6879101697402628,68.79101697402628,False
ErNiSb,half:X=Er,600.0,3.6956812364505427,5.241,4.7594,0.0433,4,half,Ni,1.4181417889367627,41.81417889367627,False
ErNiSb,half:X=Er,700.0,3.755195490801049,4.5527,4.0858,0.0575,4,half,Ni,1.2123736330512127,21.23736330512127,False
ErNiSb,half:X=Er,800.0,3.887669441105584,4.0855,3.8778,0.0687,5,half,Ni,1.0508866717943377,5.088667179433762,False
ErNiSb,half:X=Er,900.0,4.022879750140978,3.5883,3.4739,0.1162,5,half,Ni,0.8919729703266052,10.80270296733948,False
ErNiSb,half:X=Er,1000.0,6.381286723189528,3.2329,3.1884,0.1189,1,half,Ni,0.5066219620334055,49.33780379665945,False
ErSbPd,half:X=Er,200.0,2.145705210737223,7.4634,7.9684,0.0226,7,half,Sb,3.478297001215614,247.82970012156142,False
ErSbPd,half:X=Er,300.0,2.2173606602427403,5.292,5.0762,0.0752,7,half,Sb,2.386621218138086,138.66212181380862,False
ErSbPd,half:X=Er,400.0,4.861203692800764,3.892,3.7834,0.085,2,half,Sb,0.8006247518004412,19.93752481995588,False
ErSbPd,half:X=Er,500.0,5.239878847050671,3.1789,3.1965,0.099,1,half,Sb,0.6066743321344695,39.33256678655305,False
ErSbPd,half:X=Er,600.0,5.650656177311548,2.5202,2.6878,0.156,2,half,Sb,0.4460012998347128,55.39987001652872,False
ErSbPd,half:X=Er,700.0,6.191587312156317,2.1143,1.9405,0.5667,2,half,Sb,0.3414794774594985,65.85205225405015,False
ErSbPd,half:X=Er,800.0,6.38805140505187,1.8713,1.7426,0.6163,1,half,Sb,0.29293752998294875,70.70624700170514,False
ErSbPd,half:X=Er,900.0,6.437225572581987,1.6566,1.5081,0.7244,2,half,Sb,0.25734689289993823,74.26531071000618,False
ErSbPd,half:X=Er,1000.0,6.181769492017292,1.462,1.3946,0.7254,1,half,Sb,0.2365018627575689,76.34981372424312,False
GdBiPd,half:X=Gd,300.0,3.533854202554079,6.2471,5.4197,0.0094,1,half,Bi,1.7677865701094666,76.77865701094665,False
GdBiPd,half:X=Gd,400.0,3.548746120990254,4.169,4.2346,0.0189,2,half,Bi,1.1747811361711802,17.478113617118026,False
GdBiPd,half:X=Gd,500.0,3.683310982078742,3.4105,3.4703,0.0221,2,half,Bi,0.9259332205708093,7.406677942919074,False
GdBiPd,half:X=Gd,600.0,3.8316026851067573,2.6807,2.9128,0.0686,2,half,Bi,0.6996289073550718,30.03710926449282,False
GdBiPd,half:X=Gd,700.0,3.984187549465276,2.0206,1.9964,0.3841,2,half,Bi,0.5071548402060511,49.2845159793949,False
GdBiPd,half:X=Gd,800.0,3.800600678382332,1.7227,1.8117,0.4285,2,half,Bi,0.453270455325299,54.672954467470106,False
GdBiPd,half:X=Gd,900.0,3.604218541408006,1.5112,1.4387,0.5936,2,half,Bi,0.4192864507626783,58.071354923732166,False
GdBiPd,half:X=Gd,1000.0,3.438096672285773,1.2296,1.232,0.6223,1,half,Bi,0.35763974000839155,64.23602599916084,False
HfCoSb,half:X=Hf,300.0,13.02608802089092,12.4121,14.1557,0.0065,2,half,Co,0.9528647419005444,4.713525809945558,False
HfCoSb,half:X=Hf,400.0,11.872989839773657,9.4941,11.7122,0.004,6,half,Co,0.7996385180247902,20.036148197520973,False
HfCoSb,half:X=Hf,500.0,10.213925960499422,8.0678,10.3041,0.0029,6,half,Co,0.7898823656252072,21.011763437479278,False
HfCoSb,half:X=Hf,600.0,9.217342850593628,6.9264,8.7628,0.0031,6,half,Co,0.7514530068233186,24.854699317668143,False
HfCoSb,half:X=Hf,700.0,8.190527118539055,7.0559,7.4797,0.0033,6,half,Co,0.8614708061986811,13.852919380131892,False
HfCoSb,half:X=Hf,800.0,7.469718420699261,6.1794,6.7759,0.0032,6,half,Co,0.8272600989719141,17.27399010280859,False
HfCoSb,half:X=Hf,900.0,7.075470011985956,5.4844,6.1828,0.0029,6,half,Co,0.7751287180511458,22.487128194885415,False
HfCoSb,half:X=Hf,1000.0,6.69443878308855,4.952,5.6334,0.0028,3,half,Co,0.7397184678885572,26.02815321114428,False
HfNiSn,half:X=Hf,200.0,8.777171877933126,15.9255,17.635,0.0015,14,half,Ni,1.8144227117209173,81.44227117209174,False
HfNiSn,half:X=Hf,300.0,7.3940486041819655,10.351,11.7827,0.0046,28,half,Ni,1.399909650870516,39.99096508705159,False
HfNiSn,half:X=Hf,400.0,4.411405169028592,7.9192,10.1201,0.0029,8,half,Ni,1.7951649636716178,79.51649636716178,False
HfNiSn,half:X=Hf,500.0,4.017042860588078,6.5679,8.9629,0.0021,11,half,Ni,1.6350086936932724,63.50086936932725,False
HfNiSn,half:X=Hf,600.0,3.733762790414442,5.9736,7.8619,0.0023,10,half,Ni,1.599887388490724,59.98873884907241,False
HfNiSn,half:X=Hf,700.0,3.403785702260114,6.1044,6.707,0.0016,8,half,Ni,1.793414901515885,79.3414901515885,False
HfNiSn,half:X=Hf,800.0,3.386623,5.4015,6.1617,0.0013,9,half,Ni,1.5949516671917718,59.49516671917719,False
HfNiSn,half:X=Hf,900.0,3.436483916995212,4.832,5.6269,0.0014,6,half,Ni,1.4060883498110468,40.60883498110467,False
HfSnPt,half:X=Hf,300.0,14.944991999498072,9.8479,11.6201,0.0323,2,half,Sn,0.6589431429826621,34.10568570173379,False
HfSnPt,half:X=Hf,400.0,12.224938335923909,7.4277,9.1928,0.0247,2,half,Sn,0.6075858868075547,39.241411319244534,False
HfSnPt,half:X=Hf,500.0,10.445896264582863,6.6052,7.7255,0.0188,2,half,Sn,0.632324870235897,36.7675129764103,False
HfSnPt,half:X=Hf,600.0,8.93500024461376,5.6678,6.6921,0.0144,2,half,Sn,0.6343368600819781,36.56631399180218,False
HfSnPt,half:X=Hf,700.0,7.977856141758178,5.0479,5.937,0.0071,2,half,Sn,0.6327389100911429,36.726108990885706,False
HfSnPt,half:X=Hf,800.0,7.186273879059151,4.4641,5.3922,0.0072,2,half,Sn,0.6211981445639606,37.88018554360394,False
HfSnPt,half:X=Hf,900.0,6.38119097281691,3.9466,5.1307,0.0061,2,half,Sn,0.6184738894059167,38.152611059408315,False
HfSnPt,half:X=Hf,1000.0,5.861189218066931,3.6073,4.6294,0.0055,2,half,Sn,0.6154553053637326,38.454469463626744,False
HfSnPt,half:X=Hf,1100.0,5.57315894494066,3.6073,4.5438,0.0055,2,half,Sn,0.6472630756879316,35.27369243120683,False
HoNiSb,half:X=Ho,200.0,4.191471334541747,14.0761,13.2319,0.0103,5,half,Ni,3.358271803984301,235.82718039843016,False
HoNiSb,half:X=Ho,300.0,4.39662494988665,9.5414,8.0541,0.0534,3,half,Ni,2.1701646396393186,117.01646396393184,False
HoSbPd,half:X=Ho,200.0,2.0373205949976225,7.2111,7.8988,0.0087,10,half,Sb,3.5395018426191363,253.95018426191368,False
HoSbPd,half:X=Ho,300.0,1.9844781698305176,5.0216,5.6016,0.0326,11,half,Sb,2.5304385184689964,153.04385184689963,False
LaBiPd,half:X=La,300.0,3.1663348834396845,2.5688,4.1549,0.1042,1,half,Bi,0.8112850012912833,18.871499870871666,False
LaBiPd,half:X=La,400.0,3.1999713336268534,1.7622,3.2928,0.1137,2,half,Bi,0.5506924332358688,44.93075667641312,False
LaBiPd,half:X=La,500.0,3.2285176020300366,1.4401,2.7769,0.1244,2,half,Bi,0.4460561091859898,55.39438908140102,False
LaBiPd,half:X=La,600.0,3.2157020297368266,1.1405,2.1706,0.1679,2,half,Bi,0.35466594524410544,64.53340547558945,False
LaBiPd,half:X=La,700.0,3.0966018075734443,0.9721,1.2488,0.4789,2,half,Bi,0.3139247666982911,68.60752333017089,False
LaBiPd,half:X=La,800.0,2.8602595455082245,0.8283,0.8916,0.6605,2,half,Bi,0.2895891043527044,71.04108956472956,False
LaBiPd,half:X=La,900.0,2.4025053458528576,0.7135,0.6716,0.7659,2,half,Bi,0.29698164927359066,70.30183507264093,False
LaBiPd,half:X=La,1000.0,2.0268280741232703,0.5752,0.6302,0.7698,1,half,Bi,0.28379318766285094,71.62068123371489,False
LaSbPd,half:X=La,300.0,2.4809360108537644,4.2927,4.0276,0.0974,1,half,Sb,1.7302743727448067,73.02743727448066,False
LaSbPd,half:X=La,400.0,2.4510745328109707,3.0711,3.3664,0.0993,2,half,Sb,1.2529606745487107,25.29606745487108,False
LaSbPd,half:X=La,500.0,2.1698299436261625,2.5616,2.8331,0.099,2,half,Sb,1.1805533459083533,18.055334590835333,False
LaSbPd,half:X=La,600.0,1.9190009945986275,2.0165,2.3817,0.1316,2,half,Sb,1.0508071677272712,5.0807167727271185,False
LaSbPd,half:X=La,700.0,1.9073866700587567,1.7827,1.8136,0.5873,2,half,Sb,0.934629578776014,6.537042122398591,False
LaSbPd,half:X=La,800.0,1.7791590397378783,1.525,1.5649,0.7443,2,half,Sb,0.8571465315572219,14.285346844277807,False
LaSbPd,half:X=La,900.0,1.7022783948678986,1.4245,1.3787,0.8005,2,half,Sb,0.8368196437754503,16.318035622454975,False
LaSbPd,half:X=La,1000.0,1.5644800915998989,1.2055,1.3153,0.7987,1,half,Sb,0.7705435220765311,22.945647792346893,False
LiAlGe,half:X=Li,200.0,1.7100148401838555,12.2552,11.0331,0.0009,5,half,Al,7.166721429553418,616.6721429553418,False
LiAlGe,half:X=Li,300.0,1.3738735785931437,8.1542,7.2694,0.003,8,half,Al,5.935189472345744,493.51894723457434,False
LiAlGe,half:X=Li,400.0,1.168075744349935,7.0064,7.5048,0.0021,5,half,Al,5.998241153358806,499.8241153358806,False
LiAlSi,half:X=Li,200.0,15.076574065111048,7.476,10.7865,0.0009,4,half,Al,0.49586862159224465,50.41313784077553,False
LiAlSi,half:X=Li,300.0,11.688246979711124,4.68,7.0677,0.0065,8,half,Al,0.40040221669885234,59.959778330114766,False
LiAlSi,half:X=Li,400.0,10.45207034296546,4.7363,7.5579,0.0068,4,half,Al,0.45314467321660007,54.685532678339996,False
LiZnSb,half:X=Li,300.0,3.6043813501477295,6.2312,5.3419,0.005,4,half,Zn,1.7287848855794927,72.87848855794928,False
LiZnSb,half:X=Li,400.0,3.1509193661394743,4.6648,4.8275,0.006,4,half,Zn,1.4804567994119573,48.045679941195736,False
LiZnSb,half:X=Li,500.0,2.758306101027209,3.9176,4.1605,0.0051,4,half,Zn,1.4202919677917776,42.02919677917775,False
LuNiSb,half:X=Lu,200.0,8.276913453225458,15.4318,15.9986,0.0107,2,half,Ni,1.8644389707840103,86.44389707840102,False
LuNiSb,half:X=Lu,300.0,5.9,10.0746,9.5889,0.0461,5,half,Ni,1.7075593220338983,70.75593220338982,False
LuNiSb,half:X=Lu,400.0,4.430040931303182,7.6933,7.8733,0.0405,3,half,Ni,1.7366205232187024,73.66205232187025,False
LuNiSb,half:X=Lu,500.0,4.155863607330322,6.2366,6.6178,0.0406,4,half,Ni,1.500674851070562,50.067485107056214,False
LuNiSb,half:X=Lu,600.0,4.129258162178192,5.2774,5.6971,0.0418,3,half,Ni,1.2780503888902313,27.805038889023134,False
LuNiSb,half:X=Lu,700.0,4.22594784686285,4.4728,4.9358,0.0341,4,half,Ni,1.0584134405067025,5.84134405067025,False
LuNiSb,half:X=Lu,800.0,4.301237956045393,3.9844,4.3487,0.0352,4,half,Ni,0.9263379614698888,7.366203853011125,False
