compound,cluster,T,k_ref,k_pred,k_pred_hurdle,p_low,n_ref_rows,klass,Yfam,ratio,ape,suspect_ref
Mn2AlV,full:X2=Mn,700.0,3.656638428603502,9.0173,9.1119,0.0026,4,full,,2.466008104455593,146.6008104455593,False
Mn2AlV,full:X2=Mn,800.0,3.441845479249345,8.1777,8.0067,0.0026,4,full,,2.3759637233288955,137.59637233288953,False
Mn2AlV,full:X2=Mn,900.0,3.5539984313566038,7.504,7.639,0.0021,4,full,,2.111424679817777,111.14246798177773,False
Mn2AlV,full:X2=Mn,1000.0,5.107894505803857,7.6933,6.8428,0.0026,1,full,,1.5061587492181894,50.61587492181895,False
TiNi2Sn,full:X2=Ni,200.0,2.971059124838205,24.3445,22.4966,0.0026,10,full,,8.193879346418504,719.3879346418503,False
TiNi2Sn,full:X2=Ni,300.0,3.062314797594281,14.9249,12.7864,0.0076,13,full,,4.873731469973246,387.3731469973246,False
NbAlRu2,full:X2=Ru,200.0,5.752854850358567,30.2127,31.978,0.008,5,full,,5.25177512485247,425.177512485247,False
NbAlRu2,full:X2=Ru,300.0,5.800016002870231,18.8629,17.4125,0.0292,5,full,,3.252215164693579,225.2215164693579,False
NbGaRu2,full:X2=Ru,200.0,5.1887050150684075,21.222,25.9363,0.009,4,full,,4.090037868479639,309.0037868479639,False
NbGaRu2,full:X2=Ru,300.0,5.174857072822206,14.0719,12.4173,0.0383,5,full,,2.7192828327383394,171.92828327383393,False
TaAlRu2,full:X2=Ru,200.0,6.748971875446516,24.0277,28.976,0.0266,8,full,,3.5602015304605654,256.0201530460565,False
TaAlRu2,full:X2=Ru,300.0,6.490730849874355,14.9454,14.2854,0.0745,8,full,,2.3025758340124836,130.25758340124835,False
TiGeRu2,full:X2=Ru,300.0,11.2,17.3519,15.7096,0.1192,1,full,,1.549276785714286,54.92767857142859,False
VGaRu2,full:X2=Ru,200.0,12.048765660804914,20.8471,25.0024,0.0024,6,full,,1.7302270279698773,73.02270279698773,False
VGaRu2,full:X2=Ru,300.0,10.738065521235926,13.156,13.826,0.007,5,full,,1.2251741222832262,22.517412228322627,False
AlVNi,half:X=Al,300.0,13.0,17.6201,22.0377,0.0009,1,half,V,1.3553923076923078,35.53923076923078,False
AlVNi,half:X=Al,400.0,10.5,13.8061,20.6685,0.0005,1,half,V,1.3148666666666666,31.48666666666667,False
AlVNi,half:X=Al,500.0,8.8,11.4304,17.4889,0.0005,1,half,V,1.2989090909090908,29.890909090909084,False
AlVNi,half:X=Al,600.0,7.5,9.2627,15.2624,0.0007,1,half,V,1.2350266666666667,23.502666666666677,False
AlVNi,half:X=Al,700.0,6.2,8.1623,13.146,0.0018,1,half,V,1.3165,31.65,False
BaAgSb,half:X=Ba,300.0,2.371081739055648,1.1785,1.0329,0.8604,3,half,Ag,0.4970305243333247,50.29694756666753,False
BaAgSb,half:X=Ba,400.0,1.7670600855423924,0.7818,0.8787,0.8575,4,half,Ag,0.4424297772308232,55.757022276917674,False
BaAgSb,half:X=Ba,500.0,1.3908890137635939,0.6228,0.7893,0.8627,4,half,Ag,0.44777116925725885,55.222883074274115,False
BaAgSb,half:X=Ba,600.0,1.0345305392867878,0.5039,0.7104,0.8627,6,half,Ag,0.4870808360547693,51.29191639452307,False
BaAgSb,half:X=Ba,700.0,0.7410377844236651,0.4317,0.5584,0.9559,6,half,Ag,0.5825613876568392,41.74386123431608,False
BaAgSb,half:X=Ba,800.0,0.43459491843054665,0.3737,0.4904,0.9605,4,half,Ag,0.8598812000599165,14.01187999400835,True
BaAgSb,half:X=Ba,900.0,0.54325,0.3373,0.4472,0.9736,2,half,Ag,0.6208927749654854,37.91072250345145,False
BaAgSb,half:X=Ba,1000.0,0.44094999999999995,0.3095,0.4013,0.9744,2,half,Ag,0.7018936387345505,29.810636126544953,True
CuAgTe,half:X=Cu,300.0,0.2973573197987887,3.2369,6.0893,0.137,10,half,Ag,10.885556818276061,988.5556818276061,True
CuAgTe,half:X=Cu,400.0,0.2783194919285391,2.475,5.3125,0.1781,13,half,Ag,8.892657797160242,789.2657797160241,True
CuAgTe,half:X=Cu,500.0,0.2432745587946863,2.2997,4.675,0.1818,14,half,Ag,9.453105213278189,845.310521327819,True
CuAgTe,half:X=Cu,600.0,0.197276532191416,2.19,4.0669,0.1973,19,half,Ag,11.10116837351469,1010.1168373514689,True
CuAgTe,half:X=Cu,700.0,0.15536457994094421,2.3628,3.7501,0.2,14,half,Ag,15.208099561033322,1420.809956103332,True
DyNiSb,half:X=Dy,200.0,5.628203751741514,12.4959,12.5275,0.0232,4,half,Ni,2.220228789004563,122.02287890045629,False
DyNiSb,half:X=Dy,300.0,6.094034039419161,8.6381,6.6154,0.1055,5,half,Ni,1.417468288513748,41.74682885137479,False
DyNiSb,half:X=Dy,400.0,3.0619015362722415,6.6621,5.7783,0.0882,4,half,Ni,2.175804780486467,117.58047804864667,False
DyNiSb,half:X=Dy,500.0,3.0220319076636883,5.3554,5.0182,0.0789,4,half,Ni,1.772118946335091,77.2118946335091,False
DyNiSb,half:X=Dy,600.0,2.909573606506069,4.4559,4.5951,0.0717,4,half,Ni,1.5314615138232646,53.14615138232646,False
DyNiSb,half:X=Dy,700.0,2.745830356026726,3.332,4.1077,0.0668,4,half,Ni,1.2134762778358505,21.347627783585054,False
DyNiSb,half:X=Dy,800.0,2.7173893325073335,2.8896,3.7569,0.0617,4,half,Ni,1.0633735716235289,6.337357162352882,False
DyNiSb,half:X=Dy,900.0,2.6456603009673723,2.5296,3.1585,0.1183,4,half,Ni,0.9561318205043423,4.386817949565768,False
DySbPt,half:X=Dy,300.0,3.8,5.1719,5.9854,0.026,1,half,Sb,1.3610263157894738,36.10263157894737,False
DySbPt,half:X=Dy,500.0,3.5,2.8817,3.9197,0.0305,1,half,Sb,0.8233428571428572,17.665714285714287,False
DySbPt,half:X=Dy,700.0,3.5,2.0493,2.9129,0.0746,1,half,Sb,0.5855142857142858,41.44857142857143,False
DySbPt,half:X=Dy,900.0,3.8,1.6495,2.4532,0.1033,1,half,Sb,0.43407894736842106,56.5921052631579,False
ErBiPd,half:X=Er,400.0,5.4430180228533125,4.3493,4.5543,0.0183,2,half,Bi,0.7990603708712379,20.0939629128762,False
ErBiPd,half:X=Er,500.0,5.465659157335727,3.4321,3.9296,0.0183,1,half,Bi,0.6279389001770467,37.20610998229534,False
ErBiPd,half:X=Er,600.0,5.566154452177786,2.7725,3.2772,0.0315,2,half,Bi,0.49809972465195346,50.190027534804656,False
ErBiPd,half:X=Er,700.0,5.428967707980956,2.1885,2.2465,0.4396,1,half,Bi,0.40311530989266237,59.68846901073376,False
ErBiPd,half:X=Er,800.0,5.265734270917282,1.9258,1.8701,0.5879,2,half,Bi,0.36572297440761836,63.42770255923816,False
ErBiPd,half:X=Er,900.0,5.159320413873155,1.6588,1.5271,0.7533,2,half,Bi,0.3215152126507921,67.84847873492079,False
ErBiPd,half:X=Er,1000.0,4.908259831932599,1.4024,1.4804,0.7439,1,half,Bi,0.28572244502545274,71.42775549745473,False
ErNiSb,half:X=Er,200.0,6.873749058922181,13.3528,14.0002,0.0295,2,half,Ni,1.9425789166201752,94.25789166201753,False
ErNiSb,half:X=Er,300.0,6.141843880492384,9.3126,7.9221,0.0958,4,half,Ni,1.5162547569107896,51.62547569107896,False
ErNiSb,half:X=Er,400.0,3.798465603465854,7.1515,6.5853,0.08,5,half,Ni,1.8827339106282073,88.27339106282074,False
ErNiSb,half:X=Er,500.0,3.624126514351958,5.808,5.7409,0.0717,4,half,Ni,1.6025930598724,60.25930598724001,False
ErNiSb,half:X=Er,600.0,3.6956812364505427,4.7215,4.7813,0.0731,4,half,Ni,1.2775723061371733,27.757230613717326,False
ErNiSb,half:X=Er,700.0,3.755195490801049,4.2797,4.4322,0.0493,4,half,Ni,1.1396743552988942,13.967435529889414,False
ErNiSb,half:X=Er,800.0,3.887669441105584,3.747,4.1082,0.0493,5,half,Ni,0.9638165118622893,3.6183488137710627,False
ErNiSb,half:X=Er,900.0,4.022879750140978,3.3448,3.6645,0.0763,5,half,Ni,0.8314441911625086,16.855580883749145,False
ErNiSb,half:X=Er,1000.0,6.381286723189528,3.029,3.3958,0.0719,1,half,Ni,0.4746691586498764,52.53308413501236,False
ErSbPd,half:X=Er,200.0,2.145705210737223,8.3916,9.05,0.0138,7,half,Sb,3.9108820531394466,291.0882053139446,False
ErSbPd,half:X=Er,300.0,2.2173606602427403,5.9328,5.7082,0.0641,7,half,Sb,2.6756134472731743,167.56134472731745,False
ErSbPd,half:X=Er,400.0,4.861203692800764,4.2398,4.5015,0.0536,2,half,Sb,0.8721708177501312,12.782918224986885,False
ErSbPd,half:X=Er,500.0,5.239878847050671,3.4211,3.8104,0.0535,1,half,Sb,0.6528967748797488,34.71032251202512,False
ErSbPd,half:X=Er,600.0,5.650656177311548,2.8127,3.1714,0.0645,2,half,Sb,0.49776519960522847,50.22348003947716,False
ErSbPd,half:X=Er,700.0,6.191587312156317,2.3441,2.2025,0.4365,2,half,Sb,0.37859435421312515,62.14056457868748,False
ErSbPd,half:X=Er,800.0,6.38805140505187,2.0756,1.8546,0.6149,1,half,Sb,0.32491911357484554,67.50808864251546,False
ErSbPd,half:X=Er,900.0,6.437225572581987,1.9058,1.5554,0.7798,2,half,Sb,0.2960592227989268,70.39407772010732,False
ErSbPd,half:X=Er,1000.0,6.181769492017292,1.6743,1.4623,0.7746,1,half,Sb,0.27084478031121584,72.91552196887841,False
GdBiPd,half:X=Gd,300.0,3.533854202554079,5.8655,5.5249,0.0069,1,half,Bi,1.6598024886710756,65.98024886710756,False
GdBiPd,half:X=Gd,400.0,3.548746120990254,3.6612,4.6058,0.0124,2,half,Bi,1.0316883415087372,3.1688341508737254,False
GdBiPd,half:X=Gd,500.0,3.683310982078742,2.8991,3.7118,0.0133,2,half,Bi,0.7870907490857156,21.29092509142844,False
GdBiPd,half:X=Gd,600.0,3.8316026851067573,2.4847,3.1891,0.0275,2,half,Bi,0.6484753781121152,35.15246218878848,False
GdBiPd,half:X=Gd,700.0,3.984187549465276,2.0514,2.0912,0.3962,2,half,Bi,0.5148853999795572,48.51146000204429,False
GdBiPd,half:X=Gd,800.0,3.800600678382332,1.7936,1.7986,0.4355,2,half,Bi,0.47192540121405724,52.80745987859427,False
GdBiPd,half:X=Gd,900.0,3.604218541408006,1.552,1.289,0.6948,2,half,Bi,0.43060651904690095,56.9393480953099,False
GdBiPd,half:X=Gd,1000.0,3.438096672285773,1.3289,1.2041,0.7227,1,half,Bi,0.38652199942839255,61.34780005716074,False
HfCoSb,half:X=Hf,300.0,13.02608802089092,12.8897,14.1387,0.0024,2,half,Co,0.9895296254199891,1.0470374580010928,False
HfCoSb,half:X=Hf,400.0,11.872989839773657,9.6847,11.1095,0.0021,6,half,Co,0.8156917617799145,18.43082382200855,False
HfCoSb,half:X=Hf,500.0,10.213925960499422,7.9525,9.0094,0.0022,6,half,Co,0.7785938561484493,22.14061438515506,False
HfCoSb,half:X=Hf,600.0,9.217342850593628,6.6775,7.8511,0.0021,6,half,Co,0.7244495629854917,27.555043701450828,False
HfCoSb,half:X=Hf,700.0,8.190527118539055,5.7692,6.9007,0.0011,6,half,Co,0.7043746899929747,29.562531000702528,False
HfCoSb,half:X=Hf,800.0,7.469718420699261,5.1526,6.0229,0.0014,6,half,Co,0.6897984247601198,31.020157523988022,False
HfCoSb,half:X=Hf,900.0,7.075470011985956,4.5941,5.4438,0.0015,6,half,Co,0.6492996213986524,35.07003786013476,False
HfCoSb,half:X=Hf,1000.0,6.69443878308855,4.101,4.8597,0.0013,3,half,Co,0.6125980284351723,38.74019715648277,False
HfNiSn,half:X=Hf,200.0,8.777171877933126,15.2586,15.815,0.0004,14,half,Ni,1.7384415176330281,73.8441517633028,False
HfNiSn,half:X=Hf,300.0,7.3940486041819655,10.0058,9.7548,0.0016,28,half,Ni,1.3532234551908229,35.32234551908229,False
HfNiSn,half:X=Hf,400.0,4.411405169028592,7.6008,7.8634,0.0014,8,half,Ni,1.7229884149756582,72.29884149756582,False
HfNiSn,half:X=Hf,500.0,4.017042860588078,6.5298,7.1836,0.0011,11,half,Ni,1.625524104824728,62.55241048247279,False
HfNiSn,half:X=Hf,600.0,3.733762790414442,5.8091,6.5625,0.001,10,half,Ni,1.555829956555756,55.58299565557561,False
HfNiSn,half:X=Hf,700.0,3.403785702260114,5.4751,5.7753,0.0006,8,half,Ni,1.6085325219988242,60.85325219988243,False
HfNiSn,half:X=Hf,800.0,3.386623,4.9039,5.126,0.0007,9,half,Ni,1.4480206388487882,44.80206388487883,False
HfNiSn,half:X=Hf,900.0,3.436483916995212,4.3708,5.1872,0.0008,6,half,Ni,1.2718814071511015,27.188140715110166,False
HfSnPt,half:X=Hf,300.0,14.944991999498072,8.9253,11.9756,0.0153,2,half,Sn,0.5972100888578432,40.27899111421567,False
HfSnPt,half:X=Hf,400.0,12.224938335923909,6.535,9.5265,0.0101,2,half,Sn,0.534563023585682,46.5436976414318,False
HfSnPt,half:X=Hf,500.0,10.445896264582863,5.1334,7.6614,0.0096,2,half,Sn,0.49142743427435254,50.857256572564744,False
HfSnPt,half:X=Hf,600.0,8.93500024461376,4.4236,6.9227,0.0077,2,half,Sn,0.49508672399496084,50.491327600503915,False
HfSnPt,half:X=Hf,700.0,7.977856141758178,3.6475,6.1464,0.0038,2,half,Sn,0.4572030298851886,54.27969701148113,False
HfSnPt,half:X=Hf,800.0,7.186273879059151,3.2541,5.5387,0.0048,2,half,Sn,0.45282159499688274,54.71784050031173,False
HfSnPt,half:X=Hf,900.0,6.38119097281691,2.9856,5.0429,0.0047,2,half,Sn,0.4678750428749569,53.21249571250431,False
HfSnPt,half:X=Hf,1000.0,5.861189218066931,2.7852,4.5062,0.0053,2,half,Sn,0.47519366742413105,52.480633257586895,False
HfSnPt,half:X=Hf,1100.0,5.57315894494066,2.6103,4.4186,0.0053,2,half,Sn,0.468369918351179,53.1630081648821,False
HoNiSb,half:X=Ho,200.0,4.191471334541747,14.5643,15.2672,0.0128,5,half,Ni,3.474746416604639,247.4746416604639,False
HoNiSb,half:X=Ho,300.0,4.39662494988665,9.709,8.833,0.0599,3,half,Ni,2.2082847890517265,120.82847890517267,False
HoSbPd,half:X=Ho,200.0,2.0373205949976225,8.4927,8.0116,0.0151,10,half,Sb,4.168563367421272,316.8563367421272,False
HoSbPd,half:X=Ho,300.0,1.9844781698305176,5.9155,5.5682,0.0618,11,half,Sb,2.980884390633134,198.0884390633134,False
LaBiPd,half:X=La,300.0,3.1663348834396845,2.1275,3.8804,0.0954,1,half,Bi,0.6719125039891021,32.808749601089794,False
LaBiPd,half:X=La,400.0,3.1999713336268534,1.3949,3.1759,0.1175,2,half,Bi,0.4359101549884879,56.4089845011512,False
LaBiPd,half:X=La,500.0,3.2285176020300366,1.0562,2.7059,0.1429,2,half,Bi,0.32714704709550896,67.2852952904491,False
LaBiPd,half:X=La,600.0,3.2157020297368266,0.8652,2.2103,0.246,2,half,Bi,0.2690547793294169,73.09452206705832,False
LaBiPd,half:X=La,700.0,3.0966018075734443,0.7427,1.2893,0.7328,2,half,Bi,0.23984355953792902,76.01564404620709,False
LaBiPd,half:X=La,800.0,2.8602595455082245,0.6531,1.0905,0.7829,2,half,Bi,0.2283359218311617,77.16640781688382,False
LaBiPd,half:X=La,900.0,2.4025053458528576,0.5631,0.9599,0.8899,2,half,Bi,0.23438033175327108,76.5619668246729,False
LaBiPd,half:X=La,1000.0,2.0268280741232703,0.4725,0.8321,0.899,1,half,Bi,0.23312288103389614,76.6877118966104,False
LaSbPd,half:X=La,300.0,2.4809360108537644,4.7241,4.4704,0.0603,1,half,Sb,1.9041603569510428,90.41603569510427,False
LaSbPd,half:X=La,400.0,2.4510745328109707,3.5842,3.4958,0.064,2,half,Sb,1.4622974340521278,46.229743405212766,False
LaSbPd,half:X=La,500.0,2.1698299436261625,2.9011,3.3642,0.0652,2,half,Sb,1.3370172204148674,33.701722041486725,False
LaSbPd,half:X=La,600.0,1.9190009945986275,2.309,3.1003,0.0962,2,half,Sb,1.2032302257784622,20.323022577846224,False
LaSbPd,half:X=La,700.0,1.9073866700587567,1.976,1.478,0.7218,2,half,Sb,1.0359724281491018,3.5972428149101843,False
LaSbPd,half:X=La,800.0,1.7791590397378783,1.7446,1.3259,0.7715,2,half,Sb,0.9805756321014619,1.9424367898538109,False
LaSbPd,half:X=La,900.0,1.7022783948678986,1.616,1.2222,0.8339,2,half,Sb,0.949315931443403,5.068406855659699,False
LaSbPd,half:X=La,1000.0,1.5644800915998989,1.4928,1.1244,0.849,1,half,Sb,0.9541828036133102,4.581719638668977,False
LiAlGe,half:X=Li,200.0,1.7100148401838555,9.7537,10.8463,0.0013,5,half,Al,5.703868627801682,470.38686278016814,False
LiAlGe,half:X=Li,300.0,1.3738735785931437,6.9304,7.2045,0.0055,8,half,Al,5.044423379257921,404.4423379257921,False
LiAlGe,half:X=Li,400.0,1.168075744349935,5.8634,6.3985,0.0044,5,half,Al,5.019708720399067,401.9708720399068,False
LiAlSi,half:X=Li,200.0,15.076574065111048,7.3384,8.4903,0.0013,4,half,Al,0.4867418797074008,51.32581202925992,False
LiAlSi,half:X=Li,300.0,11.688246979711124,5.043,5.0133,0.024,8,half,Al,0.43145905530177614,56.85409446982238,False
LiAlSi,half:X=Li,400.0,10.45207034296546,4.8457,5.0775,0.0252,4,half,Al,0.463611499061647,53.638850093835295,False
LiZnSb,half:X=Li,300.0,3.6043813501477295,6.7668,5.3865,0.0025,4,half,Zn,1.8773818146968981,87.7381814696898,False
LiZnSb,half:X=Li,400.0,3.1509193661394743,5.5743,4.7208,0.0026,4,half,Zn,1.7691027132914754,76.91027132914755,False
LiZnSb,half:X=Li,500.0,2.758306101027209,4.4307,3.8375,0.0032,4,half,Zn,1.6063119312066132,60.63119312066134,False
LuNiSb,half:X=Lu,200.0,8.276913453225458,14.7132,15.6561,0.0169,2,half,Ni,1.7776191672351442,77.76191672351443,False
LuNiSb,half:X=Lu,300.0,5.9,9.9126,9.176,0.0612,5,half,Ni,1.680101694915254,68.0101694915254,False
LuNiSb,half:X=Lu,400.0,4.430040931303182,7.415,8.0107,0.0476,3,half,Ni,1.6737994332297816,67.37994332297816,False
LuNiSb,half:X=Lu,500.0,4.155863607330322,6.0588,6.9381,0.0429,4,half,Ni,1.4578919263166343,45.789192631663425,False
LuNiSb,half:X=Lu,600.0,4.129258162178192,5.0455,5.8019,0.042,3,half,Ni,1.2218901802299733,22.18901802299734,False
LuNiSb,half:X=Lu,700.0,4.22594784686285,4.3001,4.7942,0.0739,4,half,Ni,1.017546868968626,1.754686896862606,False
LuNiSb,half:X=Lu,800.0,4.301237956045393,3.702,4.4303,0.0674,4,half,Ni,0.8606824448753961,13.931755512460391,False
LuNiSb,half:X=Lu,900.0,4.394467767235151,3.3727,3.6561,0.1296,4,half,Ni,0.7674877092390162,23.25122907609838,False
LuSbPt,half:X=Lu,300.0,3.8,7.3135,6.5174,0.0052,1,half,Sb,1.924605263157895,92.46052631578948,False
LuSbPt,half:X=Lu,500.0,3.4,4.235,4.0574,0.0051,1,half,Sb,1.2455882352941177,24.55882352941178,False
LuSbPt,half:X=Lu,700.0,3.2,3.0252,2.8406,0.0235,1,half,Sb,0.945375,5.462500000000008,False
