compound,cluster,T,k_ref,k_pred,k_pred_hurdle,p_low,n_ref_rows,klass,Yfam,ratio,ape,suspect_ref
TiFe2Si,full:X2=Fe,300.0,4.884374246785141,11.7687,13.4261,0.0029,10,full,,2.409459104765789,140.9459104765789,False
TiFe2Si,full:X2=Fe,400.0,5.750385362602919,9.203,10.9365,0.0035,1,full,,1.6004144800191704,60.04144800191705,False
TiFe2Sn,full:X2=Fe,200.0,1.697459302134902,17.0311,12.4414,0.0057,30,full,,10.033289150779586,903.3289150779585,False
TiFe2Sn,full:X2=Fe,300.0,2.4576454867100845,10.0948,7.2953,0.0183,54,full,,4.107508611225029,310.75086112250284,False
TiFe2Sn,full:X2=Fe,400.0,2.624398545431243,8.0097,6.7228,0.0151,11,full,,3.05201358000442,205.20135800044199,False
TiFe2Sn,full:X2=Fe,500.0,2.815295707427868,7.7291,6.3077,0.0108,10,full,,2.745395440914986,174.5395440914986,False
TiFe2Sn,full:X2=Fe,600.0,2.772019660793573,6.6482,6.4313,0.01,7,full,,2.3983235378989898,139.832353789899,False
TiFe2Sn,full:X2=Fe,700.0,2.6499538903332844,6.7421,6.1661,0.0087,6,full,,2.544232948578606,154.42329485786058,False
TiFe2Sn,full:X2=Fe,800.0,2.37084884338588,5.9358,5.5588,0.0088,4,full,,2.5036602466494267,150.3660246649427,False
TiFe2Sn,full:X2=Fe,900.0,2.5143521708791274,5.3537,5.2857,0.0073,2,full,,2.129256220352025,112.92562203520251,False
VGaFe2,full:X2=Fe,200.0,15.674390683818835,16.2416,17.952,0.0417,12,full,,1.0361870089640366,3.6187008964036544,False
VGaFe2,full:X2=Fe,300.0,15.16370959992525,9.7383,10.5645,0.0832,14,full,,0.6422109270707747,35.77890729292253,False
VGaFe2,full:X2=Fe,400.0,14.73759555300643,8.7004,8.7152,0.0669,2,full,,0.5903541027915603,40.96458972084397,False
VGaFe2,full:X2=Fe,500.0,11.196087741710958,8.1025,7.9101,0.0653,3,full,,0.723690291369742,27.63097086302581,False
VGaFe2,full:X2=Fe,600.0,8.0285504153603,6.7978,7.1111,0.083,2,full,,0.8467032836954456,15.329671630455442,False
VGaFe2,full:X2=Fe,700.0,6.545765036721479,6.5477,6.4193,0.0754,2,full,,1.0002956053673888,0.02956053673888701,False
Li2ZnGe,full:X2=Li,300.0,2.41261392683427,2.754,3.0847,0.0299,2,full,,1.1415004984298016,14.15004984298015,False
Li2ZnGe,full:X2=Li,400.0,1.6892790852603783,2.6931,3.0638,0.0269,2,full,,1.5942303574929402,59.423035749294016,False
Li2ZnGe,full:X2=Li,500.0,1.2346711731467988,2.3064,2.7663,0.0276,3,full,,1.8680277390146662,86.80277390146664,False
Li2ZnGe,full:X2=Li,600.0,0.8937039,2.3395,2.6381,0.0205,3,full,,2.617757402647566,161.7757402647566,False
Li2ZnGe,full:X2=Li,700.0,1.0220899137991772,2.1278,2.485,0.0152,2,full,,2.0818129317907306,108.18129317907305,False
Li2ZnGe,full:X2=Li,800.0,1.0770664813863018,2.0137,2.2994,0.0153,2,full,,1.8696153253308458,86.96153253308458,False
Li2ZnGe,full:X2=Li,900.0,1.2221550910510715,2.1661,2.5183,0.0153,2,full,,1.7723609841833756,77.23609841833758,False
Li2ZnGe,full:X2=Li,1000.0,1.3649082338601384,1.9429,2.2587,0.0608,2,full,,1.4234656600357853,42.346566003578545,False
Li2ZnGe,full:X2=Li,1100.0,1.5785375684174945,1.9429,2.2587,0.0608,2,full,,1.2308227810807086,23.082278108070874,False
Li2ZnGe,full:X2=Li,1200.0,1.6016774218773364,1.9429,2.2587,0.0608,2,full,,1.2130407618050296,21.30407618050297,False
Mn2AlV,full:X2=Mn,400.0,4.468919117509341,15.613,18.9242,0.008,4,full,,3.493685965097883,249.3685965097883,False
Mn2AlV,full:X2=Mn,500.0,4.329839781597954,13.5065,16.2583,0.0081,4,full,,3.1193994884991665,211.93994884991665,False
Mn2AlV,full:X2=Mn,600.0,3.9607248724410713,11.9933,13.0965,0.0063,4,full,,3.028056829559155,202.8056829559155,False
Mn2AlV,full:X2=Mn,700.0,3.656638428603502,11.2161,10.9813,0.0046,4,full,,3.0673254189595975,206.73254189595974,False
Mn2AlV,full:X2=Mn,800.0,3.441845479249345,9.7913,9.8556,0.0047,4,full,,2.844781980780686,184.47819807806857,False
Mn2AlV,full:X2=Mn,900.0,3.5539984313566038,9.269,9.3024,0.0046,4,full,,2.608048421805834,160.8048421805834,False
Mn2AlV,full:X2=Mn,1000.0,5.107894505803857,8.9951,8.1322,0.0058,1,full,,1.7610191419927128,76.10191419927128,False
TiNi2Sn,full:X2=Ni,200.0,2.971059124838205,19.0244,23.567,0.0029,10,full,,6.40323844145512,540.3238441455119,False
TiNi2Sn,full:X2=Ni,300.0,3.062314797594281,12.432,13.4882,0.0091,13,full,,4.059674077193643,305.9674077193643,False
NbAlRu2,full:X2=Ru,200.0,5.752854850358567,31.21,29.7326,0.0078,5,full,,5.425132531903656,442.5132531903656,False
NbAlRu2,full:X2=Ru,300.0,5.800016002870231,18.0012,17.9962,0.0386,5,full,,3.1036466090941506,210.3646609094151,False
NbGaRu2,full:X2=Ru,200.0,5.1887050150684075,27.8519,28.1087,0.0088,4,full,,5.367794067906326,436.77940679063255,False
NbGaRu2,full:X2=Ru,300.0,5.174857072822206,15.5896,17.1052,0.0456,5,full,,3.0125662951881136,201.25662951881137,False
TaAlRu2,full:X2=Ru,200.0,6.748971875446516,22.2347,26.7467,0.032,8,full,,3.2945314353571726,229.45314353571726,False
TaAlRu2,full:X2=Ru,300.0,6.490730849874355,13.9188,11.6759,0.1547,8,full,,2.1444118269469508,114.44118269469507,False
TiGeRu2,full:X2=Ru,300.0,11.2,23.6195,10.1572,0.2989,1,full,,2.1088839285714287,110.88839285714285,False
VGaRu2,full:X2=Ru,200.0,12.048765660804914,22.2799,24.0146,0.0028,6,full,,1.8491437734968446,84.91437734968446,False
VGaRu2,full:X2=Ru,300.0,10.738065521235926,12.6906,15.2824,0.0111,5,full,,1.1818329823842741,18.183298238427415,False
AlVNi,half:X=Al,300.0,13.0,18.0122,17.2141,0.0003,1,half,V,1.3855538461538461,38.55538461538462,False
AlVNi,half:X=Al,400.0,10.5,14.6649,16.0475,0.0003,1,half,V,1.3966571428571428,39.66571428571428,False
AlVNi,half:X=Al,500.0,8.8,12.9746,14.5022,0.0003,1,half,V,1.4743863636363637,47.438636363636355,False
AlVNi,half:X=Al,600.0,7.5,10.9432,12.2355,0.0003,1,half,V,1.4590933333333331,45.90933333333332,False
AlVNi,half:X=Al,700.0,6.2,10.318,11.8037,0.0003,1,half,V,1.6641935483870967,66.41935483870967,False
BaAgSb,half:X=Ba,300.0,2.371081739055648,1.2465,1.132,0.8214,3,half,Ag,0.5257094175489938,47.42905824510062,False
BaAgSb,half:X=Ba,400.0,1.7670600855423924,1.0134,0.9335,0.8195,4,half,Ag,0.5734949299638222,42.650507003617776,False
BaAgSb,half:X=Ba,500.0,1.3908890137635939,0.8572,0.8493,0.8243,4,half,Ag,0.6162964776610826,38.37035223389174,False
BaAgSb,half:X=Ba,600.0,1.0345305392867878,0.7422,0.6764,0.8871,6,half,Ag,0.7174268635043655,28.25731364956345,False
BaAgSb,half:X=Ba,700.0,0.7410377844236651,0.6192,0.5016,0.9659,6,half,Ag,0.835584922949073,16.441507705092697,False
BaAgSb,half:X=Ba,800.0,0.43459491843054665,0.5445,0.4508,0.973,4,half,Ag,1.2528908574595252,25.289085745952516,True
BaAgSb,half:X=Ba,900.0,0.54325,0.4838,0.42,0.9816,2,half,Ag,0.8905660377358491,10.943396226415095,False
BaAgSb,half:X=Ba,1000.0,0.44094999999999995,0.4172,0.3844,0.9827,2,half,Ag,0.9461390180292552,5.386098197074484,True
CuAgTe,half:X=Cu,300.0,0.2973573197987887,2.2015,4.6969,0.2073,10,half,Ag,7.40355072304821,640.355072304821,True
CuAgTe,half:X=Cu,400.0,0.2783194919285391,1.5914,4.5993,0.1749,13,half,Ag,5.7178891387478,471.78891387478,True
CuAgTe,half:X=Cu,500.0,0.2432745587946863,1.5011,4.5631,0.1556,14,half,Ag,6.170394501740178,517.0394501740178,True
CuAgTe,half:X=Cu,600.0,0.197276532191416,1.2091,4.0873,0.2404,19,half,Ag,6.128960128044115,512.8960128044115,True
CuAgTe,half:X=Cu,700.0,0.15536457994094421,1.1308,3.5784,0.2675,14,half,Ag,7.2783642219470455,627.8364221947046,True
DyNiSb,half:X=Dy,200.0,5.628203751741514,13.2224,12.1721,0.0507,4,half,Ni,2.349310825129357,134.93108251293572,False
DyNiSb,half:X=Dy,300.0,6.094034039419161,8.8781,5.9238,0.1856,5,half,Ni,1.456851068204108,45.6851068204108,False
DyNiSb,half:X=Dy,400.0,3.0619015362722415,6.4413,5.5405,0.1357,4,half,Ni,2.103692729401762,110.3692729401762,False
DyNiSb,half:X=Dy,500.0,3.0220319076636883,5.5396,5.0947,0.1383,4,half,Ni,1.833071314022831,83.3071314022831,False
DyNiSb,half:X=Dy,600.0,2.909573606506069,4.3994,4.4801,0.1251,4,half,Ni,1.512042860906679,51.20428609066789,False
DyNiSb,half:X=Dy,700.0,2.745830356026726,4.0465,4.1437,0.1328,4,half,Ni,1.473689003080063,47.36890030800628,False
DyNiSb,half:X=Dy,800.0,2.7173893325073335,3.5831,3.7378,0.1427,4,half,Ni,1.3185817568121074,31.858175681210753,False
DyNiSb,half:X=Dy,900.0,2.6456603009673723,3.1844,3.3452,0.188,4,half,Ni,1.2036314710681641,20.363147106816413,False
DySbPt,half:X=Dy,300.0,3.8,5.2219,5.5777,0.0454,1,half,Sb,1.3741842105263158,37.41842105263158,False
DySbPt,half:X=Dy,500.0,3.5,2.968,3.705,0.0397,1,half,Sb,0.848,15.200000000000001,False
DySbPt,half:X=Dy,700.0,3.5,2.1168,2.6049,0.1264,1,half,Sb,0.6048,39.519999999999996,False
DySbPt,half:X=Dy,900.0,3.8,1.6658,2.133,0.1294,1,half,Sb,0.4383684210526316,56.16315789473684,False
ErBiPd,half:X=Er,400.0,5.4430180228533125,4.3595,5.7403,0.0097,2,half,Bi,0.8009343312287406,19.90656687712594,False
ErBiPd,half:X=Er,500.0,5.465659157335727,3.2535,4.3591,0.0103,1,half,Bi,0.5952621461280327,40.47378538719673,False
ErBiPd,half:X=Er,600.0,5.566154452177786,2.7206,3.6409,0.0155,2,half,Bi,0.4887755133951685,51.12244866048315,False
ErBiPd,half:X=Er,700.0,5.428967707980956,2.2106,2.4551,0.4455,1,half,Bi,0.4071860653638197,59.28139346361803,False
ErBiPd,half:X=Er,800.0,5.265734270917282,1.8899,2.1462,0.5133,2,half,Bi,0.358905311731726,64.10946882682741,False
ErBiPd,half:X=Er,900.0,5.159320413873155,1.6156,1.8908,0.6305,2,half,Bi,0.3131420168547261,68.68579831452739,False
ErBiPd,half:X=Er,1000.0,4.908259831932599,1.329,1.6425,0.6681,1,half,Bi,0.27076806149374405,72.92319385062561,False
ErNiSb,half:X=Er,200.0,6.873749058922181,13.5393,14.1162,0.0258,2,half,Ni,1.9697111261904277,96.97111261904276,False
ErNiSb,half:X=Er,300.0,6.141843880492384,9.4501,7.8288,0.095,4,half,Ni,1.5386421706379159,53.86421706379157,False
ErNiSb,half:X=Er,400.0,3.798465603465854,7.012,6.7858,0.0762,5,half,Ni,1.8460085550339072,84.60085550339073,False
ErNiSb,half:X=Er,500.0,3.624126514351958,5.7371,5.9925,0.0731,4,half,Ni,1.583029725171134,58.3029725171134,False
ErNiSb,half:X=Er,600.0,3.6956812364505427,4.6934,5.3694,0.0678,4,half,Ni,1.2699688365189472,26.996883651894713,False
ErNiSb,half:X=Er,700.0,3.755195490801049,3.7887,4.7009,0.0648,4,half,Ni,1.0089221744330024,0.8922174433002331,False
ErNiSb,half:X=Er,800.0,3.887669441105584,3.3346,4.286,0.0724,5,half,Ni,0.8577375341489165,14.226246585108347,False
ErNiSb,half:X=Er,900.0,4.022879750140978,2.9619,3.841,0.1359,5,half,Ni,0.7362636180950233,26.373638190497672,False
ErNiSb,half:X=Er,1000.0,6.381286723189528,2.6551,3.4743,0.1452,1,half,Ni,0.416075960096166,58.3924039903834,False
ErSbPd,half:X=Er,200.0,2.145705210737223,7.8929,8.546,0.0147,7,half,Sb,3.678464292533526,267.84642925335254,False
ErSbPd,half:X=Er,300.0,2.2173606602427403,5.6354,5.9028,0.0515,7,half,Sb,2.5414900250747112,154.1490025074711,False
ErSbPd,half:X=Er,400.0,4.861203692800764,3.8541,4.6173,0.0481,2,half,Sb,0.7928283288576774,20.71716711423226,False
ErSbPd,half:X=Er,500.0,5.239878847050671,3.121,3.9096,0.046,1,half,Sb,0.5956244583320266,40.43755416679734,False
ErSbPd,half:X=Er,600.0,5.650656177311548,2.5924,3.2618,0.0632,2,half,Sb,0.45877857697464863,54.12214230253513,False
ErSbPd,half:X=Er,700.0,6.191587312156317,2.2761,2.0202,0.6625,2,half,Sb,0.36761171009107724,63.23882899089227,False
ErSbPd,half:X=Er,800.0,6.38805140505187,2.0067,1.8397,0.6773,1,half,Sb,0.3141333519033737,68.58666480966262,False
ErSbPd,half:X=Er,900.0,6.437225572581987,1.8083,1.658,0.8179,2,half,Sb,0.2809129460527335,71.90870539472665,False
ErSbPd,half:X=Er,1000.0,6.181769492017292,1.6082,1.5024,0.8258,1,half,Sb,0.2601520490333258,73.98479509666743,False
GdBiPd,half:X=Gd,300.0,3.533854202554079,5.6693,5.28,0.0121,1,half,Bi,1.6042823713277519,60.42823713277519,False
GdBiPd,half:X=Gd,400.0,3.548746120990254,3.876,4.2753,0.0264,2,half,Bi,1.092216762724753,9.221676272475294,False
GdBiPd,half:X=Gd,500.0,3.683310982078742,2.9452,3.5478,0.0274,2,half,Bi,0.7996066621390258,20.039333786097423,False
GdBiPd,half:X=Gd,600.0,3.8316026851067573,2.2892,3.0844,0.0428,2,half,Bi,0.5974523425662068,40.25476574337932,False
GdBiPd,half:X=Gd,700.0,3.984187549465276,1.8879,1.8644,0.4496,2,half,Bi,0.4738481752078609,52.615182479213914,False
GdBiPd,half:X=Gd,800.0,3.800600678382332,1.5985,1.4453,0.5739,2,half,Bi,0.4205914104820866,57.94085895179134,False
GdBiPd,half:X=Gd,900.0,3.604218541408006,1.4153,1.1289,0.7404,2,half,Bi,0.39267874124167457,60.732125875832544,False
GdBiPd,half:X=Gd,1000.0,3.438096672285773,1.2451,1.0082,0.754,1,half,Bi,0.3621480483770725,63.785195162292744,False
HfCoSb,half:X=Hf,300.0,13.02608802089092,12.7529,14.0151,0.0046,2,half,Co,0.9790276236078869,2.0972376392113126,False
HfCoSb,half:X=Hf,400.0,11.872989839773657,9.8423,10.734,0.0025,6,half,Co,0.8289655876760719,17.103441232392818,False
HfCoSb,half:X=Hf,500.0,10.213925960499422,8.1399,9.4403,0.0024,6,half,Co,0.7969413555061634,20.305864449383662,False
HfCoSb,half:X=Hf,600.0,9.217342850593628,6.66,8.0748,0.0028,6,half,Co,0.7225509680993448,27.74490319006552,False
HfCoSb,half:X=Hf,700.0,8.190527118539055,5.7055,7.0668,0.0022,6,half,Co,0.6965974127703871,30.340258722961288,False
HfCoSb,half:X=Hf,800.0,7.469718420699261,5.0608,6.2697,0.002,6,half,Co,0.6775088048802574,32.24911951197425,False
HfCoSb,half:X=Hf,900.0,7.075470011985956,4.5263,5.5379,0.0019,6,half,Co,0.6397172191151086,36.028278088489145,False
HfCoSb,half:X=Hf,1000.0,6.69443878308855,4.0928,4.9876,0.002,3,half,Co,0.6113731311337414,38.86268688662586,False
HfNiSn,half:X=Hf,200.0,8.777171877933126,18.1219,18.7202,0.0012,14,half,Ni,2.0646627697425695,106.46627697425697,False
HfNiSn,half:X=Hf,300.0,7.3940486041819655,11.8404,12.4527,0.0039,28,half,Ni,1.6013419215696316,60.13419215696315,False
HfNiSn,half:X=Hf,400.0,4.411405169028592,9.3253,10.3925,0.0021,8,half,Ni,2.1139069395553767,111.39069395553766,False
HfNiSn,half:X=Hf,500.0,4.017042860588078,7.5265,9.0711,0.002,11,half,Ni,1.8736419453832147,87.36419453832147,False
HfNiSn,half:X=Hf,600.0,3.733762790414442,6.2611,8.0446,0.0024,10,half,Ni,1.676887459501686,67.68874595016861,False
HfNiSn,half:X=Hf,700.0,3.403785702260114,5.4841,6.9801,0.0019,8,half,Ni,1.6111766367543516,61.117663675435175,False
HfNiSn,half:X=Hf,800.0,3.386623,4.8866,6.19,0.0017,9,half,Ni,1.442912305266928,44.2912305266928,False
HfNiSn,half:X=Hf,900.0,3.436483916995212,4.3632,5.5124,0.0019,6,half,Ni,1.2696698443492465,26.96698443492465,False
HfSnPt,half:X=Hf,300.0,14.944991999498072,10.5446,11.5283,0.0386,2,half,Sn,0.7055607657972746,29.443923420272544,False
HfSnPt,half:X=Hf,400.0,12.224938335923909,8.4094,9.6974,0.0223,2,half,Sn,0.6878889503506402,31.21110496493598,False
HfSnPt,half:X=Hf,500.0,10.445896264582863,7.0152,8.2897,0.0227,2,half,Sn,0.6715747334946504,32.842526650534964,False
HfSnPt,half:X=Hf,600.0,8.93500024461376,5.8566,7.3037,0.0188,2,half,Sn,0.6554672456254832,34.45327543745168,False
HfSnPt,half:X=Hf,700.0,7.977856141758178,4.8486,6.5601,0.0117,2,half,Sn,0.6077572613300414,39.224273866995865,False
HfSnPt,half:X=Hf,800.0,7.186273879059151,4.3318,5.8086,0.0095,2,half,Sn,0.6027880474501388,39.72119525498612,False
HfSnPt,half:X=Hf,900.0,6.38119097281691,3.755,5.3901,0.0076,2,half,Sn,0.5884481464347077,41.15518535652923,False
HfSnPt,half:X=Hf,1000.0,5.861189218066931,3.4472,4.9058,0.0078,2,half,Sn,0.5881400295650095,41.18599704349905,False
HfSnPt,half:X=Hf,1100.0,5.57315894494066,3.4472,4.9058,0.0078,2,half,Sn,0.61853610027207,38.146389972793,False
HoNiSb,half:X=Ho,200.0,4.191471334541747,14.2424,13.4005,0.0131,5,half,Ni,3.3979476091435847,239.79476091435845,False
HoNiSb,half:X=Ho,300.0,4.39662494988665,9.6695,8.3168,0.0602,3,half,Ni,2.1993006249599,119.93006249599001,False
HoSbPd,half:X=Ho,200.0,2.0373205949976225,7.7663,8.1125,0.0228,10,half,Sb,3.812016635510948,281.2016635510948,False
HoSbPd,half:X=Ho,300.0,1.9844781698305176,5.4443,5.4527,0.0652,11,half,Sb,2.7434416174328415,174.34416174328413,False
LaBiPd,half:X=La,300.0,3.1663348834396845,1.8534,3.9886,0.0861,1,half,Bi,0.5853455393153475,41.465446068465255,False
LaBiPd,half:X=La,400.0,3.1999713336268534,1.1476,3.3839,0.0972,2,half,Bi,0.35862821267817674,64.13717873218232,False
LaBiPd,half:X=La,500.0,3.2285176020300366,0.8674,2.8592,0.0971,2,half,Bi,0.26866819603355846,73.13318039664415,False
LaBiPd,half:X=La,600.0,3.2157020297368266,0.6725,2.3003,0.1593,2,half,Bi,0.20913007292999639,79.08699270700036,False
LaBiPd,half:X=La,700.0,3.0966018075734443,0.5385,1.162,0.6434,2,half,Bi,0.17390030538733645,82.60996946126636,False
LaBiPd,half:X=La,800.0,2.8602595455082245,0.4759,1.0224,0.6916,2,half,Bi,0.1663835020662224,83.36164979337775,False
LaBiPd,half:X=La,900.0,2.4025053458528576,0.4182,0.8137,0.8336,2,half,Bi,0.17406829113695252,82.59317088630475,False
LaBiPd,half:X=La,1000.0,2.0268280741232703,0.3481,0.7054,0.8628,1,half,Bi,0.17174619023894022,82.82538097610596,False
LaSbPd,half:X=La,300.0,2.4809360108537644,3.8069,4.8126,0.0466,1,half,Sb,1.534461180516273,53.446118051627295,False
LaSbPd,half:X=La,400.0,2.4510745328109707,2.7159,3.7819,0.0393,2,half,Sb,1.10804464068472,10.804464068472003,False
LaSbPd,half:X=La,500.0,2.1698299436261625,2.0748,3.14,0.0393,2,half,Sb,0.9562039670872313,4.379603291276864,False
LaSbPd,half:X=La,600.0,1.9190009945986275,1.6421,2.564,0.0828,2,half,Sb,0.8557056534217464,14.429434657825354,False
LaSbPd,half:X=La,700.0,1.9073866700587567,1.3879,1.5885,0.6285,2,half,Sb,0.7276448041640377,27.235519583596236,False
LaSbPd,half:X=La,800.0,1.7791590397378783,1.2583,1.4458,0.6696,2,half,Sb,0.7072442496121,29.27557503879001,False
LaSbPd,half:X=La,900.0,1.7022783948678986,1.0748,1.2301,0.818,2,half,Sb,0.6313890860862434,36.86109139137565,False
LaSbPd,half:X=La,1000.0,1.5644800915998989,0.9465,1.1063,0.8185,1,half,Sb,0.6049933170016065,39.50066829983935,False
LiAlGe,half:X=Li,200.0,1.7100148401838555,12.5389,10.8725,0.0012,5,half,Al,7.332626422500437,633.2626422500435,False
LiAlGe,half:X=Li,300.0,1.3738735785931437,7.7814,7.6437,0.0058,8,half,Al,5.663839905829041,466.3839905829041,False
LiAlGe,half:X=Li,400.0,1.168075744349935,6.7115,7.4441,0.0039,5,half,Al,5.745774649002002,474.5774649002002,False
LiAlSi,half:X=Li,200.0,15.076574065111048,9.0154,9.6314,0.0005,4,half,Al,0.5979740464289356,40.202595357106446,False
LiAlSi,half:X=Li,300.0,11.688246979711124,5.9707,6.2862,0.0079,8,half,Al,0.5108293835991106,48.917061640088946,False
LiAlSi,half:X=Li,400.0,10.45207034296546,5.7264,6.8346,0.0052,4,half,Al,0.5478723173590225,45.21276826409775,False
LiZnSb,half:X=Li,300.0,3.6043813501477295,7.0147,5.2647,0.003,4,half,Zn,1.9461592208361902,94.61592208361901,False
LiZnSb,half:X=Li,400.0,3.1509193661394743,5.6183,4.4175,0.0029,4,half,Zn,1.783066891642986,78.30668916429859,False
LiZnSb,half:X=Li,500.0,2.758306101027209,4.6392,3.9014,0.003,4,half,Zn,1.6819018013527705,68.19018013527706,False
LuNiSb,half:X=Lu,200.0,8.276913453225458,16.0245,15.8756,0.0088,2,half,Ni,1.936047790104095,93.60477901040949,False
LuNiSb,half:X=Lu,300.0,5.9,10.6013,9.5735,0.0463,5,half,Ni,1.7968305084745761,79.68305084745762,False
LuNiSb,half:X=Lu,400.0,4.430040931303182,8.3429,8.0466,0.0315,3,half,Ni,1.8832557372208691,88.32557372208692,False
LuNiSb,half:X=Lu,500.0,4.155863607330322,6.8566,7.0096,0.0259,4,half,Ni,1.649861652799669,64.98616527996691,False
LuNiSb,half:X=Lu,600.0,4.129258162178192,5.7395,5.9187,0.0264,3,half,Ni,1.3899591099851218,38.99591099851219,False
LuNiSb,half:X=Lu,700.0,4.22594784686285,4.8452,5.2454,0.0132,4,half,Ni,1.1465356827810487,14.653568278104872,False
LuNiSb,half:X=Lu,800.0,4.301237956045393,4.244,4.7803,0.0161,4,half,Ni,0.9866926785659592,1.3307321434040833,False
LuNiSb,half:X=Lu,900.0,4.394467767235151,3.8308,4.3162,0.017,4,half,Ni,0.871732415143008,12.826758485699196,False
LuSbPt,half:X=Lu,300.0,3.8,6.3497,6.7055,0.0054,1,half,Sb,1.6709736842105265,67.09736842105265,False
LuSbPt,half:X=Lu,500.0,3.4,3.7863,4.2473,0.0037,1,half,Sb,1.1136176470588237,11.361764705882363,False
LuSbPt,half:X=Lu,700.0,3.2,2.6984,3.0529,0.0137,1,half,Sb,0.8432499999999999,15.675000000000008,False
