formula,kappa_L,kappa_units,temperature_K,method,method_tier,tier_name,weight,kappa_basis,struct_a_A,struct_spacegroup,struct_sg_symbol,struct_prototype,struct_site_ordering,struct_species,struct_frac_coords,struct_grade,lattice_convention,source,source_doi,source_url,source_location,struct_source,struct_source_url,struct_source_detail,struct_id,struct_same_paper_as_kappa,stoichiometry,parent_formula
AlVFe2,27.602386506263034,W/m/K,201.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=79uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.800865688241487,W/m/K,201.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=75uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.37060932758376,W/m/K,201.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=75uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.101069460852983,W/m/K,206.0172,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=31uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.690600905377483,W/m/K,208.2,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=30uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.69138653834336,W/m/K,209.1,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=75uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.12945824652435,W/m/K,209.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=75uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.440464440655763,W/m/K,211.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=80uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.361415363462875,W/m/K,216.0032,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=32uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.00876470988364,W/m/K,217.1,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=74uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.21038425081797,W/m/K,217.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=31uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.436722638277327,W/m/K,217.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=74uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,27.00952234053696,W/m/K,221.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=81uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.89556032142885,W/m/K,223.264,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=33uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.0632446152749,W/m/K,225.6,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=74uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.48231423878724,W/m/K,225.9,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=74uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.77028772210233,W/m/K,226.3,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=32uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.51218005135398,W/m/K,230.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=83uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.516307008919227,W/m/K,231.4292,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=35uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.05610904112323,W/m/K,234.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=73uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.44610904112323,W/m/K,234.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=73uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.3592878032212,W/m/K,234.9,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=34uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.31377411311534,W/m/K,239.5903,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=36uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,26.473175161390625,W/m/K,240.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=84uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.91027583245934,W/m/K,241.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=72uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.579277884602025,W/m/K,242.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=72uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.91529086769656,W/m/K,244.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=35uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.92598016115523,W/m/K,248.6618,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=37uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.952457455058177,W/m/K,249.7,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=70uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.441377735013862,W/m/K,250.0,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=70uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.92988656870908,W/m/K,250.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=84uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.520170471104635,W/m/K,253.5,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=36uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.782679446895933,W/m/K,257.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=69uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.3615424229479,W/m/K,258.1,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=69uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.53617905074916,W/m/K,258.6397,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=37uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.75.064204,https://doi.org/10.1103/physrevb.75.064204,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.206611817387103,W/m/K,260.8,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=84uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1007/s11664-012-2025-6,https://doi.org/10.1007/s11664-012-2025-6,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.155799080583563,W/m/K,262.1,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=37uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.66.085121,https://doi.org/10.1103/physrevb.66.085121,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,24.7532995001251,W/m/K,265.5,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=67uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
AlVFe2,25.340965569621392,W/m/K,266.1,"experimental, Wiedemann-Franz: kappa_total - L*T/rho (Kim2015 L(S=67uV/K))",0,experimental,1.0,wf_subtracted,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,Starrydata (experimental),10.1103/physrevb.102.075117,https://doi.org/10.1103/physrevb.102.075117,Starrydata all_curves.csv (release 'latest'),Materials Project,https://next-gen.materialsproject.org/materials/mp-5778,"Materials Project (OPTIMADE, keyless)",mp-5778,False,stoichiometric,AlVFe2
